ID	VARID	DOCULECT	GLOSS	FRENCH	ENGLISH_SHORT	FRENCH_SHORT	ENGLISH_CATEGORY	FRENCH_CATEGORY	VALUE_ORG	SINGULAR	PLURAL	FORM	PARSED FORM	MCF	RECONSTRUCTION	NOTE	NOTES					COGID	COGIDS		CONCEPT	POS
8,858	0	BenTey	(colonial) army	armée (coloniale)	army	armée	fight/warrior	lutte/guerrier	sèdà:sú	sèdà:sú								sèdà:sú	^ s è d à: s ú $	s è/e d à:/aː s ú/u	s è/e d à:/aː s ú/u	104	276	1561	ARMY	noun
8,859	0	DogulDomBendiely	(colonial) army	armée (coloniale)	army	armée	fight/warrior	lutte/guerrier	sórààs	sórààs								sórààs	^ s ó r àà s $	s ó/o r àà/aː s	s ó/o r àà/aː s -	104	276	1561	ARMY	noun
8,860	0	JamsayDouentza	(colonial) army	armée (coloniale)	army	armée	fight/warrior	lutte/guerrier	lármɛ́	lármɛ́								lármɛ́	^ l á r m ɛ́ $	l á/a r m ɛ́/ɛ	l á/a r m ɛ́/ɛ	103	275	1561	ARMY	noun
8,861	0	Mombo	(colonial) army	armée (coloniale)	army	armée	fight/warrior	lutte/guerrier	ármê:	ármê:								ármê:	^ á r m ê: $	á/a r m ê:/eː	- á/a r m ê:/eː	103	275	1561	ARMY	noun
8,862	0	PergeTegu	(colonial) army	armée (coloniale)	army	armée	fight/warrior	lutte/guerrier	sódá:sù	sódá:sù								sódá:sù	^ s ó d á: s ù $	s ó/o d á:/aː s ù/u	s ó/o d á:/aː s ù/u	104	276	1561	ARMY	noun
8,863	0	TogoKan	(colonial) army	armée (coloniale)	army	armée	fight/warrior	lutte/guerrier	sɔ́dá:jú	sɔ́dá:jú							here-ju, -du looks like a class marker	sɔ́dá:jú	^ s ɔ́ d á: j ú $	s ɔ́/ɔ d á:/aː dʒ ú/u	s ɔ́/ɔ d á:/aː dʒ ú/u	104	276	1561	ARMY	noun
8,864	0	TommoSoTongoTongo	(colonial) army	armée (coloniale)	army	armée	fight/warrior	lutte/guerrier	àn-sáárá kɔ̀mbɔ̀ ànà-m	àn-sáárá kɔ̀mbɔ̀ à-nà-m								àn-sáárá_kɔ̀mbɔ̀_ànà-m	^ à n s áá r á _ k ɔ̀ mb ɔ̀ _ à n à m $	à/a n + s áá/aː r á/a + k ɔ̀/ɔ ⁿb ɔ̀/ɔ + à/a n à/a + m	à/a n + s áá/aː r á/a - - + k ɔ̀/ɔ ⁿb ɔ̀/ɔ + à/a n à/a + m	110	277 276 278 279 280	1561	ARMY	noun
8,865	0	ToroTegu	(colonial) army	armée (coloniale)	army	armée	fight/warrior	lutte/guerrier	sárú:sù	sárú:sù								sárú:sù	^ s á r ú: s ù $	s á/a r úː/uː s ù/u	s á/a r úː/uː s ù/u	104	276	1561	ARMY	noun
8,866	0	YornoSo	(colonial) army	armée (coloniale)	army	armée	fight/warrior	lutte/guerrier	lármè	lármè								lármè	^ l á r m è $	l á/a r m è/e	l á/a r m è/e	103	275	1561	ARMY	noun
8,867	0	BankanTey	enemy	ennemi	enemy	ennemi	fight/enemy/rival	lutte/ennemi/rival	íbéré-m\\íbéré	íbéré-m	íbéré							íbéré-m	^ í b é r é m $	í/i b é/e r é/e + m	í/i b é/e r é/e + m	3477	6822 6823	1358	ENEMY	noun
8,868	0	BenTey	enemy	ennemi	enemy	ennemi	fight/enemy/rival	lutte/ennemi/rival	gáɲɛ̀-m\\gáɲɛ̀	gáɲɛ̀-m	gáɲɛ̀							gáɲɛ̀-m	^ g á ɲ ɛ̀ m $	ɡ á/a ɲ/ɲ ɛ̀/ɛ + m	ɡ á/a - ɲ/ɲ ɛ̀/ɛ + m	3478	6824 6823	1358	ENEMY	noun
8,869	0	Bunoge	enemy	ennemi	enemy	ennemi	fight/enemy/rival	lutte/ennemi/rival	kɔ́ndɛ̀	kɔ́ndɛ̀								kɔ́ndɛ̀	^ k ɔ́ nd ɛ̀ $	k ɔ́/ɔ ⁿd ɛ̀/ɛ	k ɔ́/ɔ ⁿd ɛ̀/ɛ	3478	6825	1358	ENEMY	noun
8,870	0	DogulDomBendiely	enemy	ennemi	enemy	ennemi	fight/enemy/rival	lutte/ennemi/rival	gááɲò	gááɲò								gááɲò	^ g áá ɲ ò $	ɡ áá/aː ɲ/ɲ ò/o	ɡ áá/aː - ɲ/ɲ ò/o	3478	6824	1358	ENEMY	noun
8,871	0	DonnoSo	enemy	ennemi	enemy	ennemi	fight/enemy/rival	lutte/ennemi/rival	èlé	èlé								èlé	^ è l é $	è/e l é/e	è/e l é/e	3481	6826	1358	ENEMY	noun
8,872	0	JamsayDouentza	enemy	ennemi	enemy	ennemi	fight/enemy/rival	lutte/ennemi/rival	bà:-î:ⁿ, gáɲà báŋà, gáɲà	bà:-î:ⁿ								bà:-î:ⁿ	^ b à: î:ⁿ $	b à:/aː + î:ⁿ/ĩː	b à:/aː + î:ⁿ/ĩː	3482	6827 6828	1358	ENEMY	noun
8,872	1	JamsayDouentza	enemy	ennemi					bà:-î:ⁿ, gáɲà báŋà, gáɲà	gáɲà báŋà																noun
8,872	2	JamsayDouentza	enemy	ennemi					bà:-î:ⁿ, gáɲà báŋà, gáɲà	gáɲà																noun
8,873	0	Mombo	enemy	ennemi	enemy	ennemi	fight/enemy/rival	lutte/ennemi/rival	ɛ́là	ɛ́là								ɛ́là	^ ɛ́ l à $	ɛ́/ɛ l à/a	ɛ́/ɛ l à/a	3481	6826	1358	ENEMY	noun
8,874	0	BonduSoNajamba	enemy	ennemi	enemy	ennemi	fight/enemy/rival	lutte/ennemi/rival	àndàmɛ̂:\\àndàmɔ̂:	àndàmɛ̂:	àndàmɔ̂:							àndàmɛ̂:	^ à nd à m ɛ̂: $	à/a ⁿd à/a m ɛ̂:/ɛː	à/a ⁿd à/a m ɛ̂:/ɛː	3484	6829	1358	ENEMY	noun
8,875	0	Nanga	enemy	ennemi	enemy	ennemi	fight/enemy/rival	lutte/ennemi/rival	gáɲɛ̂	gáɲɛ̂								gáɲɛ̂	^ g á ɲ ɛ̂ $	ɡ á/a ɲ/ɲ ɛ̂/ɛ	ɡ á/a - ɲ/ɲ ɛ̂/ɛ	3478	6824	1358	ENEMY	noun
8,876	0	Penange	enemy	ennemi	enemy	ennemi	fight/enemy/rival	lutte/ennemi/rival	kɔ̀ndɛ̀	kɔ̀ndɛ̀								kɔ̀ndɛ̀	^ k ɔ̀ nd ɛ̀ $	k ɔ̀/ɔ ⁿd ɛ̀/ɛ	k ɔ̀/ɔ ⁿd ɛ̀/ɛ	3478	6825	1358	ENEMY	noun
8,877	0	PergeTegu	enemy	ennemi	enemy	ennemi	fight/enemy/rival	lutte/ennemi/rival	gáɲɛ̀	gáɲɛ̀								gáɲɛ̀	^ g á ɲ ɛ̀ $	ɡ á/a ɲ/ɲ ɛ̀/ɛ	ɡ á/a - ɲ/ɲ ɛ̀/ɛ	3478	6824	1358	ENEMY	noun
8,878	0	TogoKan	enemy	ennemi	enemy	ennemi	fight/enemy/rival	lutte/ennemi/rival	tɛ̀gɛ̀-gíⁿ	tɛ̀gɛ̀-gíⁿ								tɛ̀gɛ̀-gíⁿ	^ t ɛ̀ g ɛ̀ g íⁿ $	t ɛ̀/ɛ ɡ ɛ̀/ɛ + ɡ íⁿ/ĩ	t ɛ̀/ɛ ɡ ɛ̀/ɛ + ɡ íⁿ/ĩ	3488	6830 6831	1358	ENEMY	noun
8,879	0	TommoSoTongoTongo	enemy	ennemi	enemy	ennemi	fight/enemy/rival	lutte/ennemi/rival	kɔ́nní-nɛ́ \\ kɔ́nní-m	kɔ́nní-nɛ́	kɔ́nní-m							kɔ́nní-nɛ́	^ k ɔ́ n n í n ɛ́ $	k ɔ́/ɔ n n í/i + n ɛ́/ɛ	k ɔ́/ɔ n n í/i + n ɛ́/ɛ	3478	6824 6832	1358	ENEMY	noun
8,880	0	ToroTegu	enemy	ennemi	enemy	ennemi	fight/enemy/rival	lutte/ennemi/rival	gáɲà	gáɲà								gáɲà	^ g á ɲ à $	ɡ á/a ɲ/ɲ à/a	ɡ á/a - ɲ/ɲ à/a	3478	6824	1358	ENEMY	noun
8,881	0	YandaDom	enemy	ennemi	enemy	ennemi	fight/enemy/rival	lutte/ennemi/rival	m̀bò-sùwà	m̀bò-sùwà								m̀bò-sùwà	^ m̀ b ò s ù w à $	m̀/m b ò/o + s ù/u w à/a	m̀/m b ò/o + s ù/u w à/a	3491	6833 6834	1358	ENEMY	noun
8,882	0	YornoSo	enemy	ennemi	enemy	ennemi	fight/enemy/rival	lutte/ennemi/rival	kɔ́nú-nɛ́\\kɔ́nú-m	kɔ́nú-nɛ́	kɔ́nú-m							kɔ́nú-nɛ́	^ k ɔ́ n ú n ɛ́ $	k ɔ́/ɔ n ú/u + n ɛ́/ɛ	k ɔ́/ɔ - n ú/u + n ɛ́/ɛ	3478	6824 6832	1358	ENEMY	noun
8,883	0	BankanTey	threaten (scare)	menacer (faire peur à)	threaten	menacer	fight/threaten	lutte/menacer	ú:rí			ú:rí						ú:rí	^ ú: r í $	úː/uː r í/i	úː/uː r í/i	9850	19067	1192	THREATEN	verb
8,884	0	BenTey	threaten (scare)	menacer (faire peur à)	threaten	menacer	fight/threaten	lutte/menacer	ú:-rú			ú:-rú						ú:-rú	^ ú: r ú $	úː/uː + r ú/u	úː/uː + r ú/u	9851	19068 19069	1192	THREATEN	verb
8,885	0	JamsayDouentza	threaten (scare)	menacer (faire peur à)	threaten	menacer	fight/threaten	lutte/menacer	lírí-wɛ́			lírí-wɛ́						lírí-wɛ́	^ l í r í w ɛ́ $	l í/i r í/i + w ɛ́/ɛ	l í/i - r í/i + w ɛ́/ɛ	9852	19070 19071	1192	THREATEN	verb
8,886	0	Mombo	threaten (scare)	menacer (faire peur à)	threaten	menacer	fight/threaten	lutte/menacer	níwándè			níwándè						níwándè	^ n í w á nd è $	n í/i w á/a ⁿd è/e	n í/i w á/a ⁿd è/e	9853	19072	1192	THREATEN	verb
8,887	0	BonduSoNajamba	threaten (scare)	menacer (faire peur à)	threaten	menacer	fight/threaten	lutte/menacer	íbí-rá-ndí\\ìbì-rà-ndè			ìbì-rà-ndè						íbí-rá-ndí	^ í b í r á nd í $	í/i b í/i + r á/a + ⁿd í/i	í/i b í/i + r á/a + ⁿd í/i	9854	19073 19069 19074	1192	THREATEN	verb
8,888	0	Nanga	threaten (scare)	menacer (faire peur à)	threaten	menacer	fight/threaten	lutte/menacer	úrɔ́-mí			úrɔ́-mí						úrɔ́-mí	^ ú r ɔ́ m í $	ú/u r ɔ́/ɔ + m í/i	ú/u r ɔ́/ɔ + m í/i	9850	19067 19075	1192	THREATEN	verb
8,889	0	PergeTegu	threaten (scare)	menacer (faire peur à)	threaten	menacer	fight/threaten	lutte/menacer	líwrɛ́			líwrɛ́						líwrɛ́	^ l í w r ɛ́ $	l í/i w r ɛ́/ɛ	l í/i w r ɛ́/ɛ	9852	19070	1192	THREATEN	verb
8,890	0	TogoKan	threaten (scare)	menacer (faire peur à)	threaten	menacer	fight/threaten	lutte/menacer	lí:rɛ́-m̀			lí:rɛ́-m̀						lí:rɛ́-m̀	^ l í: r ɛ́ m̀ $	l í:/iː r ɛ́/ɛ + m̀/m	l í:/iː - r ɛ́/ɛ + m̀/m -	9852	19070 19075	1192	THREATEN	verb
8,891	0	TommoSoTongoTongo	threaten (scare)	menacer (faire peur à)	threaten	menacer	fight/threaten	lutte/menacer	gùbó			gùbó						gùbó	^ g ù b ó $	ɡ ù/u b ó/o	ɡ ù/u b ó/o	9858	19076	1192	THREATEN	verb
8,892	0	ToroTegu	threaten (scare)	menacer (faire peur à)	threaten	menacer	fight/threaten	lutte/menacer	lém-kú\\lém-ká			lém-ká						lém-kú	^ l é m k ú $	l é/e m + k ú/u	l é/e m + k ú/u	9859	19077 19078	1192	THREATEN	verb
8,893	0	YandaDom	threaten (scare)	menacer (faire peur à)	threaten	menacer	fight/threaten	lutte/menacer	íb-dɛ́\\íb-dá-lì			íb-dɛ́						íb-dɛ́	^ í b d ɛ́ $	í/i b + d ɛ́/ɛ	í/i b + d ɛ́/ɛ	9860	19079 19074	1192	THREATEN	verb
8,894	0	YornoSo	threaten (scare)	menacer (faire peur à)	threaten	menacer	fight/threaten	lutte/menacer	lí:-rɛ́-mɔ́			lí:-rɛ́-mɔ́						lí:-rɛ́-mɔ́	^ l í: r ɛ́ m ɔ́ $	l í:/iː + r ɛ́/ɛ + m ɔ́/ɔ	l í:/iː - - - + r ɛ́/ɛ + m ɔ́/ɔ	9861	19070 19069 19075	1192	THREATEN	verb
8,895	0	Mombo	spear with simple blade	lance à lame simple	spear (type)	lance (sorte)	weapon/spear	arme/lance	sábí	sábí								sábí	^ s á b í $	s á/a b í/i	s á/a b í/i	8900	17290	945	SPEAR	noun
8,896	0	TogoKan	spear with simple blade	lance à lame simple	spear (type)	lance (sorte)	weapon/spear	arme/lance	sárú	sárú								sárú	^ s á r ú $	s á/a r ú/u	s á/a r ú/u	8900	17290	945	SPEAR	noun
8,897	0	TommoSoTongoTongo	spear with simple blade	lance à lame simple	spear (type)	lance (sorte)	weapon/spear	arme/lance	wàrà sǎy	wàrà sǎy								wàrà_sǎy	^ w à r à _ s ǎ y $	w à/a r à/a + s ǎ/a j	w à/a r à/a + s ǎ/a j	8902	17290 17291	945	SPEAR	noun
8,898	0	ToroTegu	spear with simple blade	lance à lame simple	spear (type)	lance (sorte)	weapon/spear	arme/lance	sàrù dàmgálá	sàrù dàmgálá								sàrù_dàmgálá	^ s à r ù _ d à m g á l á $	s à/a r ù/u + d à/a m ɡ á/a l á/a	s à/a r ù/u + d à/a m ɡ á/a l á/a	8903	17290 17292	945	SPEAR	noun
8,899	0	BenTey	sword, saber (any type)	épée, sabre (de toute sorte)	saber, sword	sabre, épée	weapon/sword	arme/sabre	ká:fây	ká:fây								ká:fây	^ k á: f â y $	k á:/aː f â/a j	k á:/aː f â/a j	9496	18423	1535	SWORD	noun
8,900	0	Bunoge	sword, saber (any type)	épée, sabre (de toute sorte)	saber, sword	sabre, épée	weapon/sword	arme/sabre	pá:lò	pá:lò								pá:lò	^ p á: l ò $	p á:/aː l ò/o	p á:/aː l - - ò/o	9497	18424	1535	SWORD	noun
8,901	0	DogulDomBendiely	sword, saber (any type)	épée, sabre (de toute sorte)	saber, sword	sabre, épée	weapon/sword	arme/sabre	pòlògò káábà	pòlògò káábà								pòlògò_káábà	^ p ò l ò g ò _ k áá b à $	p ò/o l ò/o ɡ ò/o + k áá/aː b à/a	p ò/o l ò/o ɡ ò/o + k áá/aː b à/a -	9497	18424 18423	1535	SWORD	noun
8,902	0	DonnoSo	sword, saber (any type)	épée, sabre (de toute sorte)	saber, sword	sabre, épée	weapon/sword	arme/sabre	pòlù ká:bà	pòlù ká:bà								pòlù_ká:bà	^ p ò l ù _ k á: b à $	p ò/o l ù/u + k á:/aː b à/a	p ò/o l - - ù/u + k á:/aː b à/a -	9497	18424 18423	1535	SWORD	noun
8,903	0	JamsayGourou	sword, saber (any type)	épée, sabre (de toute sorte)	saber, sword	sabre, épée	weapon/sword	arme/sabre	sìrù-kápây	sìrù-kápây								sìrù-kápây	^ s ì r ù k á p â y $	s ì/i r ù/u + k á/a p â/a j	s ì/i r ù/u - + k á/a p â/a j	9500	18425 18423	1535	SWORD	noun
8,904	0	JamsayDouentza	sword, saber (any type)	épée, sabre (de toute sorte)	saber, sword	sabre, épée	weapon/sword	arme/sabre	ká:pây	ká:pây								ká:pây	^ k á: p â y $	k á:/aː p â/a j	k á:/aː p â/a j	9496	18423	1535	SWORD	noun
8,905	0	Mombo	sword, saber (any type)	épée, sabre (de toute sorte)	saber, sword	sabre, épée	weapon/sword	arme/sabre	tàlà:mbàjá	tàlà:mbàjá								tàlà:mbàjá	^ t à l à: mb à j á $	t à/a l à:/aː ⁿb à/a dʒ á/a	t à/a l à:/aː ⁿb à/a dʒ á/a	9502	18426	1535	SWORD	noun
8,906	0	BonduSoNajamba	sword, saber (any type)	épée, sabre (de toute sorte)	saber, sword	sabre, épée	weapon/sword	arme/sabre	ká:fà:\\ká:fɛ̀: = ká:fà:-mbò	ká:fà:	ká:fɛ̀:							ká:fà:	^ k á: f à: $	k á:/aː f à:/aː	k á:/aː f à:/aː -	9496	18423	1535	SWORD	noun
8,906	1	BonduSoNajamba	sword, saber (any type)	épée, sabre (de toute sorte)					ká:fà:\\ká:fɛ̀: = ká:fà:-mbò	ká:fà:	ká:fà:-mbò															noun
8,907	0	Penange	sword, saber (any type)	épée, sabre (de toute sorte)	saber, sword	sabre, épée	weapon/sword	arme/sabre	ká:fà	ká:fà								ká:fà	^ k á: f à $	k á:/aː f à/a	k á:/aː f à/a -	9496	18423	1535	SWORD	noun
8,908	0	PergeTegu	sword, saber (any type)	épée, sabre (de toute sorte)	saber, sword	sabre, épée	weapon/sword	arme/sabre	ká:pây	ká:pây								ká:pây	^ k á: p â y $	k á:/aː p â/a j	k á:/aː p â/a j	9496	18423	1535	SWORD	noun
8,909	0	TebulUre	sword, saber (any type)	épée, sabre (de toute sorte)	saber, sword	sabre, épée	weapon/sword	arme/sabre	pòl-ká:bá	pòl-ká:bá								pòl-ká:bá	^ p ò l k á: b á $	p ò/o l + k á:/aː b á/a	p ò/o l - - - + k á:/aː b á/a -	9497	18424 18423	1535	SWORD	noun
8,910	0	Tiranige	sword, saber (any type)	épée, sabre (de toute sorte)	saber, sword	sabre, épée	weapon/sword	arme/sabre	tànàpá:lè	tànàpá:lè								tànàpá:lè	^ t à n à p á: l è $	t à/a n à/a p á:/aː l è/e	t à/a n à/a p á:/aː l è/e	9502	18426	1535	SWORD	noun
8,911	0	TommoSoTongoTongo	sword, saber (any type)	épée, sabre (de toute sorte)	saber, sword	sabre, épée	weapon/sword	arme/sabre	pòlù gàŋgú, pòlù pálá	pò-lù gàŋ-gú						knife + ? ?		pòlù_gàŋgú	^ p ò l ù _ g à ŋ g ú $	p ò/o l ù/u + ɡ à/a ŋ ɡ ú/u	p ò/o l - - ù/u + ɡ à/a ŋ ɡ ú/u	9497	18424 18427	1535	SWORD	noun
8,911	1	TommoSoTongoTongo	sword, saber (any type)	épée, sabre (de toute sorte)	saber, sword	sabre, épée	weapon/sword	arme/sabre	pòlù gàŋgú, pòlù pálá	pò-lù pálá						knife + ? ?		pòlù_gàŋgú	^ p ò l ù _ g à ŋ g ú $	p ò/o l ù/u + ɡ à/a ŋ ɡ ú/u	p ò/o l - - ù/u + ɡ à/a ŋ ɡ ú/u	9497	18424 18427	1535	SWORD	noun
8,912	0	ToroTegu	sword, saber (any type)	épée, sabre (de toute sorte)	saber, sword	sabre, épée	weapon/sword	arme/sabre	pèrù-àrá	pèrù-àrá								pèrù-àrá	^ p è r ù à r á $	p è/e r ù/u + à/a r á/a	p è/e r - - ù/u + à/a r á/a	9509	18424 18428	1535	SWORD	noun
8,913	0	YornoSo	sword, saber (any type)	épée, sabre (de toute sorte)	saber, sword	sabre, épée	weapon/sword	arme/sabre	sìlàm-mùrú, sílam-pǒl	sìlàm-mùrú								sìlàm-mùrú	^ s ì l à m m ù r ú $	s ì/i l à/a m + m ù/u r ú/u	s ì/i l à/a m + m ù/u r ú/u	9510	18425 18429	1535	SWORD	noun
8,913	1	YornoSo	sword, saber (any type)	épée, sabre (de toute sorte)					sìlàm-mùrú, sílam-pǒl	sílam-pǒl																noun
8,914	0	BankanTey	bow (for arrow)	arc (pour les flèches)	bow	arc	weapon/bow/arrow	arme/arc/flèches	tów	tów								tów	^ t ó w $	t ó/o w	t ó/o w	1656	3180	994	BOW	noun
8,915	0	BenTey	bow (for arrow)	arc (pour les flèches)	bow	arc	weapon/bow/arrow	arme/arc/flèches	mùnjù-tô:	mùnjù-tô:								mùnjù-tô:	^ m ù nj ù t ô: $	m ù/u ⁿdʒ ù/u + t ôː/oː	m ù/u ⁿdʒ ù/u + t ôː/oː -	1657	3181 3180	994	BOW	noun
8,916	0	Bunoge	bow (for arrow)	arc (pour les flèches)	bow	arc	weapon/bow/arrow	arme/arc/flèches	tâw	tâw								tâw	^ t â w $	t â/a w	t â/a w	1656	3180	994	BOW	noun
8,917	0	JamsayGourou	bow (for arrow)	arc (pour les flèches)	bow	arc	weapon/bow/arrow	arme/arc/flèches	tɔ́yⁿ	tɔ́yⁿ								tɔ́yⁿ	^ t ɔ́ yⁿ $	t ɔ́/ɔ jⁿ/j̃	t ɔ́/ɔ jⁿ/j̃	1656	3180	994	BOW	noun
8,918	0	JamsayDouentza	bow (for arrow)	arc (pour les flèches)	bow	arc	weapon/bow/arrow	arme/arc/flèches	tɔ́yⁿ	tɔ́yⁿ								tɔ́yⁿ	^ t ɔ́ yⁿ $	t ɔ́/ɔ jⁿ/j̃	t ɔ́/ɔ jⁿ/j̃	1656	3180	994	BOW	noun
8,919	0	JamsayMondoro	bow (for arrow)	arc (pour les flèches)	bow	arc	weapon/bow/arrow	arme/arc/flèches	tɔ́yⁿ	tɔ́yⁿ								tɔ́yⁿ	^ t ɔ́ yⁿ $	t ɔ́/ɔ jⁿ/j̃	t ɔ́/ɔ jⁿ/j̃	1656	3180	994	BOW	noun
8,920	0	Nanga	bow (for arrow)	arc (pour les flèches)	bow	arc	weapon/bow/arrow	arme/arc/flèches	[tò:-kɛ̀mɛ̀]-béré	tò:-kɛ̀mɛ̀-béré								-béré	^ b é r é $	b é/e r é/e	b é/e r é/e	1662	3182	994	BOW	noun
8,921	0	Penange	bow (for arrow)	arc (pour les flèches)	bow	arc	weapon/bow/arrow	arme/arc/flèches	tɔ́:	tɔ́:								tɔ́:	^ t ɔ́: $	t ɔ́ː/ɔː	t ɔ́ː/ɔː -	1656	3180	994	BOW	noun
8,922	0	PergeTegu	bow (for arrow)	arc (pour les flèches)	bow	arc	weapon/bow/arrow	arme/arc/flèches	kúsú	kúsú								kúsú	^ k ú s ú $	k ú/u s ú/u	k ú/u s ú/u	1664	3183	994	BOW	noun
8,923	0	TogoKan	bow (for arrow)	arc (pour les flèches)	bow	arc	weapon/bow/arrow	arme/arc/flèches	kɔ̀mɔ̀-kɛ̌ⁿ	kɔ̀mɔ̀-kɛ̌ⁿ								kɔ̀mɔ̀-kɛ̌ⁿ	^ k ɔ̀ m ɔ̀ k ɛ̌ⁿ $	k ɔ̀/ɔ m ɔ̀/ɔ + k ɛ̌ⁿ/ɛ̃	k ɔ̀/ɔ m ɔ̀/ɔ + k ɛ̌ⁿ/ɛ̃	1665	3184 3185	994	BOW	noun
8,924	0	TommoSoTongoTongo	bow (for arrow)	arc (pour les flèches)	bow	arc	weapon/bow/arrow	arme/arc/flèches	tóó	tóó							Eddyshaw reconstructs proto Oti-Volta *t, cf. Nõotre tó̰bò , Kusaal tāⁿpɔ̄ , Buli tōm, Mooré tã́po ; a Pre Dogon form such as topo or tompo seems possible.	tóó	^ t óó $	t óː/oː	t óː/oː -	1656	3180	994	BOW	noun
8,925	0	ToroTegu	bow (for arrow)	arc (pour les flèches)	bow	arc	weapon/bow/arrow	arme/arc/flèches	téyⁿ	téyⁿ								téyⁿ	^ t é yⁿ $	t é/e jⁿ/j̃	t é/e jⁿ/j̃	1656	3180	994	BOW	noun
8,926	0	YandaDom	bow (for arrow)	arc (pour les flèches)	bow	arc	weapon/bow/arrow	arme/arc/flèches	kɔ̀mbɔ̀-cɛ̀m	kɔ̀mbɔ̀-cɛ̀m								kɔ̀mbɔ̀-cɛ̀m	^ k ɔ̀ mb ɔ̀ c ɛ̀ m $	k ɔ̀/ɔ ⁿb ɔ̀/ɔ + tʃ ɛ̀/ɛ m	k ɔ̀/ɔ ⁿb ɔ̀/ɔ + tʃ ɛ̀/ɛ m	1668	3184 3180	994	BOW	noun
8,927	0	YornoSo	bow (for arrow)	arc (pour les flèches)	bow	arc	weapon/bow/arrow	arme/arc/flèches	tô:	tô:								tô:	^ t ô: $	t ôː/oː	t ôː/oː -	1656	3180	994	BOW	noun
8,928	0	BankanTey	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	tòw-cɛ̌m, tòw-yî:, mùsù-cɛ̌m	tòw-cɛ̌m								tòw-cɛ̌m	^ t ò w c ɛ̌ m $	t ò/o w + tʃ ɛ̌/ɛ m	t ò/o w + tʃ ɛ̌/ɛ m -	966	1788 1789	977	ARROW	noun
8,928	1	BankanTey	arrow	flèche					tòw-cɛ̌m, tòw-yî:, mùsù-cɛ̌m	tòw-yî:																noun
8,928	2	BankanTey	arrow	flèche					tòw-cɛ̌m, tòw-yî:, mùsù-cɛ̌m	mùsù-cɛ̌m																noun
8,929	0	BenTey	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	[mùnjù-cɛ̀m]-yî:	mùnjù-cɛ̀m-yî:								-yî:	^ y î: $	j î:/iː	j î:/iː	967	1790	977	ARROW	noun
8,930	0	Bunoge	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	táw-sè (pl -sé:-gè)	táw-sè 	táw-sé:-gè							táw-sè_	^ t á w s è _$	t á/a w + s è/e	t á/a w + s è/e	968	1788 1791	977	ARROW	noun
8,931	0	DonnoSo	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	kè:ⁿ-î:	kè:ⁿ-î:								kè:ⁿ-î:	^ k è:ⁿ î: $	k è:ⁿ/ẽː + î:/iː	k è:ⁿ/ẽː - - + - î:/iː	969	1789 1790	977	ARROW	noun
8,932	0	JamsayGourou	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	kɛ̌m	kɛ̌m								kɛ̌m	^ k ɛ̌ m $	k ɛ̌/ɛ m	k ɛ̌/ɛ m -	970	1789	977	ARROW	noun
8,933	0	JamsayDouentza	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	cɛ̌m	cɛ̌m								cɛ̌m	^ c ɛ̌ m $	tʃ ɛ̌/ɛ m	tʃ ɛ̌/ɛ m -	971	1789	977	ARROW	noun
8,934	0	JamsayMondoro	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	tɔ̀yⁿ-cɛ̌m	tɔ̀yⁿ-cɛ̌m								tɔ̀yⁿ-cɛ̌m	^ t ɔ̀ yⁿ c ɛ̌ m $	t ɔ̀/ɔ jⁿ/j̃ + tʃ ɛ̌/ɛ m	t ɔ̀/ɔ jⁿ/j̃ + tʃ ɛ̌/ɛ m -	966	1788 1789	977	ARROW	noun
8,935	0	Mombo	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	tɔ́:ⁿ wé:	tɔ́:ⁿ wé:								tɔ́:ⁿ_wé:	^ t ɔ́:ⁿ _ w é: $	t ɔ̃́ː/ɔ̃ː + w é:/eː	t ɔ̃́ː/ɔ̃ː - + w é:/eː	968	1788 1792	977	ARROW	noun
8,936	0	BonduSoNajamba	arrow	flèche	arrow	flèche	weapon/bow/arrow	arme/arc/flèches	kɛ̀mɛ́\\kɛ̀̌:-mbó, mɔ̀:sù-kɛ̀mɛ́\\-[kɛ̌:-mbò], kɛ̀mɛ̀ dùr-î:\\dùr-î:-mbò	kɛ̀mɛ́	kɛ̀̌:-mbó				*town- *kɛmɛ -mbo / *tow-ge			kɛ̀mɛ́	^ k ɛ̀ m ɛ́ $	k ɛ̀/ɛ m ɛ́/ɛ	k ɛ̀/ɛ m ɛ́/ɛ	970	1789	977	ARROW	noun
8,936	1	BonduSoNajamba	arrow	flèche					kɛ̀mɛ́\\kɛ̀̌:-mbó, mɔ̀:sù-kɛ̀mɛ́\\-[kɛ̌:-mbò], kɛ̀mɛ̀ dùr-î:\\dùr-î:-mbò	mɔ̀:sù-kɛ̀mɛ́	mɔ̀:sù-kɛ̌:-mbò															noun
