DOCULECT	GLOSS	IPA
BankanTey	spread out, separate (legs, arms)	tá+w.∼
BenTey	spread out, separate (legs, arms)	wà.àr.∼+í
BenTey	spread out, separate (legs, arms)	ɡɔ̀m.b+í
Bunoge	spread out, separate (legs, arms)	mádʒ+í+rè
DogulDomKundialang	spread out, separate (legs, arms)	wàn.d+é
DonnoSo	spread out, separate (legs, arms)	ɡɔ́m.b+ɛ̀
DonnoSo	spread out, separate (legs, arms)	tâ+~
JamsayDouentza	spread out, separate (legs, arms)	ɡɔ̀m+ɔ́
Mombo	spread out, separate (legs, arms)	káb+á+ɡè
BonduSoNajamba	spread out, separate (legs, arms)	tàŋ+è
Nanga	spread out, separate (legs, arms)	tá+~
Penange	spread out, separate (legs, arms)	táj+n.d+è
PergeTegu	spread out, separate (legs, arms)	ɡɔ̀m.b+ɔ́
TebulUre	spread out, separate (legs, arms)	ɡɔ̀m.b+ú
TogoKan	spread out, separate (legs, arms)	sá.áŋ+ì
TommoSoTongoTongo	spread out, separate (legs, arms)	wàn+á+ná
ToroTegu	spread out, separate (legs, arms)	táŋ+á
YandaDom	spread out, separate (legs, arms)	tá+~
YornoSo	spread out, separate (legs, arms)	wàdʒ+á+rá
YornoSo	spread out, separate (legs, arms)	tá+~
BenTey	(legs) be spread, be separated	ɡɔ̀m.b+íí.íj+í
DonnoSo	(legs) be spread, be separated	ɡɔ̀.ɔ́m.b+ɔ̀
DonnoSo	(legs) be spread, be separated	ɡɔ̀m.b+ɛ́.ɛ́
Mombo	(legs) be spread, be separated	ɡɔ́m.b+ɛ́
Nanga	(legs) be spread, be separated	ɡɔ̀m.b+íí.íj+í
TommoSoTongoTongo	(legs) be spread, be separated	wàn+ná
JamsayDouentza	distant, remote (kinship)	wàɣ+á
Nanga	distant, remote (kinship)	wàɡ+á
TommoSoTongoTongo	distant, remote (kinship)	ìrùwàɡ+é
TommoSoTongoTongo	distant, remote (kinship)	ìrùpál+á
YornoSo	distant, remote (kinship)	wàɡ+ú
Ampari	place, location	tùrɛ̀
BankanTey	place, location	ɔ́r.∼ɔ̀
BenTey	place, location	ɔ́r.∼ɔ̀
Bunoge	place, location	kɛ́
DogulDomBendiely	place, location	jàlú+ɡ
DogulDomKundialang	place, location	jǎl
DogulDomKundialang	place, location	jàlú+ɡ
DonnoSo	place, location	jàlú
JamsayGourou	place, location	děj~
JamsayDouentza	place, location	dì.í~
JamsayDouentza	place, location	děj~
JamsayMondoro	place, location	dì.í~
Mombo	place, location	ɡé.è
Mombo	place, location	tɛ́bɔ́
Mombo	place, location	ɛ́+ŋ.ɡɔ̀
Mombo	place, location	ó.ó+ŋ.ɡò
Mombo	place, location	dó.ó+ŋ.ɡé
BonduSoNajamba	place, location	ké+ŋ.ɡè
Nanga	place, location	ɔ́.ɔ̀
Penange	place, location	ɡéŋ
PergeTegu	place, location	dɛ̀.ɛ́~
TebulUre	place, location	ɡá+n.dá
TiranigeBoui	place, location	dʒɛ́lɛ́
TiranigeNingo	place, location	ɡɛ́lɛ́
TogoKan	place, location	dèŋú
TogoKan	place, location	děŋ
TogoKan	place, location	ɲá
TommoSoTongoTongo	place, location	jàlú
TommoSoTongoTongo	place, location	ɡá+n.dá
ToroTegu	place, location	děŋ
YandaDom	place, location	ɔ̀+mɔ́
YornoSo	place, location	dɛ̌j~
Mombo	beside, at the side of (sth)	báŋ.ɡù.ù~
BonduSoNajamba	beside, at the side of (sth)	sɔ̀n
TommoSoTongoTongo	beside, at the side of (sth)	táŋá#nɛ
TommoSoTongoTongo	beside, at the side of (sth)	dúú#nɛ
BankanTey	in front of (sth)	ɡírò.ò
Mombo	in front of (sth)	téɡú#ndà
TommoSoTongoTongo	in front of (sth)	ɡíré#nɛ
YornoSo	in front of (sth)	ɡírù#nɛ̀
Mombo	behind, at the rear of (sth)	tún.dú#ndà
TommoSoTongoTongo	behind, at the rear of (sth)	ònnú#nɛ
BankanTey	back, rear (of sth)	tù+n.dú
BenTey	back, rear (of sth)	tùlú
Bunoge	back, rear (of sth)	pù+m.bù
DogulDomKundialang	back, rear (of sth)	ndɔ́ŋ
DonnoSo	back, rear (of sth)	ùnnú
JamsayDouentza	back, rear (of sth)	ɡù+n.dù+ró
Mombo	back, rear (of sth)	tú+n.dú
BonduSoNajamba	back, rear (of sth)	bà+n.dí
Nanga	back, rear (of sth)	tù+n.dí
Penange	back, rear (of sth)	tù+n.dù
PergeTegu	back, rear (of sth)	tùlú
Tiranige	back, rear (of sth)	tú.ú~
TogoKan	back, rear (of sth)	dò+ɡó
TommoSoTongoTongo	back, rear (of sth)	ònnú+nɛ
TommoSoTongoTongo	back, rear (of sth)	dùmɔ́+nɛ
ToroTegu	back, rear (of sth)	pɛ́rá
YandaDom	back, rear (of sth)	tùnù
BankanTey	below, underneath (adverb)	bòn.dó.ò
BankanTey	below, underneath (adverb)	dú.ù#wò
BenTey	below, underneath (adverb)	bòló.ò
Bunoge	below, underneath (adverb)	bú
Bunoge	below, underneath (adverb)	bú.ú#m.bà
DogulDomKundialang	below, underneath (adverb)	sìɡà+ŋ#dá.á
DonnoSo	below, underneath (adverb)	dʒóè#rà.à
JamsayGourou	below, underneath (adverb)	dósú
JamsayDouentza	below, underneath (adverb)	dódʒù
JamsayDouentza	below, underneath (adverb)	dódʒú#lé
Mombo	below, underneath (adverb)	súɡún.dà
BonduSoNajamba	below, underneath (adverb)	dú.ù#mà
Nanga	below, underneath (adverb)	dósí#ɡó
Penange	below, underneath (adverb)	síɡó+lò#bà
Penange	below, underneath (adverb)	sùɡù#bá
PergeTegu	below, underneath (adverb)	dósù
TebulUre	below, underneath (adverb)	dùɡó
Tiranige	below, underneath (adverb)	síɡíjá
TogoKan	below, underneath (adverb)	bɔ̀rɔ́
TommoSoTongoTongo	below, underneath (adverb)	dúú#nɛ
ToroTegu	below, underneath (adverb)	tɛ̀má
YandaDom	below, underneath (adverb)	dú.ú#nà
YandaDom	below, underneath (adverb)	dú.ú#bà
YornoSo	below, underneath (adverb)	dú.ù#nɛ̀
BankanTey	open (a door)	pí.ír.∼íɡòn.d+ó
BenTey	open (a door)	pí.ír.∼+í
Bunoge	open (a door)	dɛ́ŋ+ú+lɛ̀
DogulDomBendiely	open (a door)	ìll+é
DogulDomBendiely	open (a door)	ìrèl+é
DogulDomKundialang	open (a door)	í.íll+è
DonnoSo	open (a door)	píɲ+è+lè
DonnoSo	open (a door)	píŋ+è+lè
JamsayGourou	open (a door)	pín+í+r.∼+é
JamsayDouentza	open (a door)	pín+í+r.∼+é
JamsayDouentza	open (a door)	líl+lé
JamsayMondoro	open (a door)	pín+í+r.∼+é
JamsayMondoro	open (a door)	líl+lt+ímír.∼+é
Mombo	open (a door)	bá.á~wúl+è
BonduSoNajamba	open (a door)	níŋ.ɡ+íl+ɛ́
Nanga	open (a door)	pí.ír.∼+í
Penange	open (a door)	báŋ.ɡ+úl+è
PergeTegu	open (a door)	lé.ér+é
TebulUre	open (a door)	píŋ.ɡ+íl+á
TiranigeBoui	open (a door)	ím.b+í+lɔ́
TiranigeNingo	open (a door)	dʒáj+ló
TogoKan	open (a door)	pín+ɛ́+r.∼+ɛ́
TommoSoTongoTongo	open (a door)	píl+lé
ToroTegu	open (a door)	tín+ná
ToroTegu	open (a door)	tím+ná
YandaDom	open (a door)	píl+lé
YandaDom	open (a door)	píl+ló
YornoSo	open (a door)	pín+ɛ́+lɛ́
BankanTey	shut, close (e.g. door)	pí+~
BenTey	shut, close (e.g. door)	pí.íj.∼+í
Bunoge	shut, close (e.g. door)	dɛ́ŋ+ɛ̀
DogulDomBendiely	shut, close (e.g. door)	ìr+é
DogulDomKundialang	shut, close (e.g. door)	í.ír+è
DonnoSo	shut, close (e.g. door)	pí.ín.d+è
JamsayGourou	shut, close (e.g. door)	pín+é
JamsayDouentza	shut, close (e.g. door)	pín+é
JamsayDouentza	shut, close (e.g. door)	l+é.é
JamsayMondoro	shut, close (e.g. door)	pín+é
JamsayMondoro	shut, close (e.g. door)	l+é.é
Mombo	shut, close (e.g. door)	bá.án.d+è
BonduSoNajamba	shut, close (e.g. door)	níŋ.ɡ+ɛ́
Nanga	shut, close (e.g. door)	píj.∼+í
Penange	shut, close (e.g. door)	bá.án.d+è
PergeTegu	shut, close (e.g. door)	l+é.é
TebulUre	shut, close (e.g. door)	píŋ+í
TiranigeBoui	shut, close (e.g. door)	ím.b+ɔ́
TiranigeNingo	shut, close (e.g. door)	dʒáj+ó
TogoKan	shut, close (e.g. door)	pín+ɛ́
TommoSoTongoTongo	shut, close (e.g. door)	píín.d+é
ToroTegu	shut, close (e.g. door)	tíl+á
YandaDom	shut, close (e.g. door)	píd+ó
YornoSo	shut, close (e.g. door)	pín+ɛ́
BenTey	lock (on door, etc.)	dóɡú+rú
DogulDomBendiely	lock (on door, etc.)	té+m.bù+rù+ɡ
DogulDomKundialang	lock (on door, etc.)	dàɡù+dàɡú+ŋ
DonnoSo	lock (on door, etc.)	tàŋà+dá+ɡà
JamsayDouentza	lock (on door, etc.)	tʃɛ̀wɛ̀+sɔ́ɣɔ́
Mombo	lock (on door, etc.)	bò.ò~dá+ɡá
BonduSoNajamba	lock (on door, etc.)	kúfá+rù
Nanga	lock (on door, etc.)	dóɡí+rí
PergeTegu	lock (on door, etc.)	tʃì+ŋ.ɡɛ̀+sɔ́+ɡú
TebulUre	lock (on door, etc.)	kà+ŋ.ɡàdà+ɡú+ò
Tiranige	lock (on door, etc.)	bów.∼+pɔ̀wɔ́
Tiranige	lock (on door, etc.)	pɔ̀wɔ̀
TogoKan	lock (on door, etc.)	kà~tí+mí
TommoSoTongoTongo	lock (on door, etc.)	tààdà+ɡá
ToroTegu	lock (on door, etc.)	kàtì+lú
YandaDom	lock (on door, etc.)	sáŋ
YornoSo	lock (on door, etc.)	tà.à~dá+ɡá
YornoSo	lock (on door, etc.)	tà.à~sɔ́+ɡɔ́
BankanTey	key (for traditional lock)	tà.à~jí.ì
BenTey	key (for traditional lock)	tà.à~jí.ì
Bunoge	key (for traditional lock)	tá.ábè
DogulDomKundialang	key (for traditional lock)	káj+ɡè.è+ɡ
DonnoSo	key (for traditional lock)	tàŋí.ì
JamsayGourou	key (for traditional lock)	kɛ̀w.∼í.ì~
JamsayDouentza	key (for traditional lock)	tʃɛ̀w.∼í.ì~
Mombo	key (for traditional lock)	bǒj
BonduSoNajamba	key (for traditional lock)	tà+n.dà+mɛ́.ɛ̀
Nanga	key (for traditional lock)	dòɡì+rìndʒâ
Penange	key (for traditional lock)	bòw.∼+wé.è
PergeTegu	key (for traditional lock)	kɛ̀wí.ì~
TebulUre	key (for traditional lock)	kàn+dʒíjɛ́
Tiranige	key (for traditional lock)	bów.∼+bè
TogoKan	key (for traditional lock)	kɛ̀wí~
TommoSoTongoTongo	key (for traditional lock)	tààíí
ToroTegu	key (for traditional lock)	sɔ̀ɡùì+r.∼ú
YandaDom	key (for traditional lock)	sàɲí+jè
YandaDom	key (for traditional lock)	sǎɲ+ɲè
YornoSo	key (for traditional lock)	tà.àj~
Ampari	big, large	dòɡ+ò
BankanTey	big, large	díj.∼àw.∼
BenTey	big, large	díj.∼àw
BenTey	big, large	díj.∼àw
Bunoge	big, large	bà+j.∼
Bunoge	big, large	bìɡ+ì
DogulDomBendiely	big, large	bìn+ú
DogulDomKundialang	big, large	bìnúŋ
DonnoSo	big, large	p+ó.ò
JamsayGourou	big, large	ɡàr+á
JamsayDouentza	big, large	ɡàr+á
JamsayMondoro	big, large	ɡàr+á
Mombo	big, large	bâ+j.∼
BonduSoNajamba	big, large	ɡìn.dɔ́.ɔ́
Nanga	big, large	dùɡ+í
Penange	big, large	bà+j.∼
PergeTegu	big, large	dém.bér+é
TebulUre	big, large	d+ɛ́
TebulUre	big, large	d+ɛ́
TebulUre	big, large	bìn+é
Tiranige	big, large	bá+j
Tiranige	big, large	bín+í
TogoKan	big, large	káŋ
TogoKan	big, large	már.∼á
TogoKan	big, large	ɡàr+á
TommoSoTongoTongo	big, large	p+óó
TommoSoTongoTongo	big, large	ɡ+áá
TommoSoTongoTongo	big, large	díɛ́
ToroTegu	big, large	sɛ́w
ToroTegu	big, large	n+á.á
YandaDom	big, large	dìj+á
YornoSo	big, large	dùɡ+ú
YornoSo	big, large	dɛ́.ɛ̀
YornoSo	big, large	díj+ɛ̀
Ampari	small, little	bɔ̀.ɔ̀rúw+é
BankanTey	small, little	sàn.dâm
BenTey	small, little	dá.àw
BenTey	small, little	dá.àw
BenTey	small, little	tɛ̀.ɛ̀
BenTey	small, little	sàl+á.à
BenTey	small, little	sàl+á.à
BenTey	small, little	ìl+á.à
BenTey	small, little	ìl+á.à
Bunoge	small, little	dà.àm.b+è
DogulDomBendiely	small, little	dááɡ
DogulDomBendiely	small, little	dàɡééɡ+ù
DogulDomKundialang	small, little	dá.àɡ
DogulDomKundialang	small, little	dà.àɡè.èɡ+ú
DogulDomKundialang	small, little	ɔ́rɛ̀.ɛ̀ɡ
DonnoSo	small, little	ùd+ú
DonnoSo	small, little	ùd+í.ì
DonnoSo	small, little	dâ+j
JamsayGourou	small, little	dáɣ+á
JamsayDouentza	small, little	tě+j.∼
JamsayDouentza	small, little	dáɣ+á
JamsayDouentza	small, little	dʒì.ì~l+ɛ́
Mombo	small, little	dé.édʒ+é
BonduSoNajamba	small, little	pàlɛ́.ɛ̀
Nanga	small, little	ɛ̀wr+ɛ́
Nanga	small, little	tɛ̀ɡ+ɛ̂
Nanga	small, little	dáɡ+á
Penange	small, little	ŋkà.àlíj+è
PergeTegu	small, little	dáɡ+á
PergeTegu	small, little	tɛ̌+j.∼
TebulUre	small, little	sɛ̀ɡ+ɛ́
TiranigeBoui	small, little	wéníw+è
TiranigeNingo	small, little	wéníb+è
TogoKan	small, little	ùdʒ+ú
TogoKan	small, little	ùdʒ+í~
TogoKan	small, little	sì~sí.í~
TogoKan	small, little	dáɡ+á
TogoKan	small, little	kɛ̌n
TommoSoTongoTongo	small, little	dàɡ+í
TommoSoTongoTongo	small, little	ɡààlɛ̀j
ToroTegu	small, little	tɛ̀ɡɛ̌+j
YandaDom	small, little	bèbél+è
YandaDom	small, little	dàɡ+á
YandaDom	small, little	kùn+à
YornoSo	small, little	ùdʒ+ìj
YornoSo	small, little	dáɡ+à
YornoSo	small, little	ɡà.àl+àj
BonduSoNajamba	(a) swelling (of a wound)	àmìjɛ́+ŋ.ɡò
TogoKan	(a) swelling (of a wound)	pìdé
TommoSoTongoTongo	(a) swelling (of a wound)	pììrí+jé
YornoSo	(a) swelling (of a wound)	pì.ìrè.é
Ampari	long (e.g. rope)	mwɛ̀.ɛ̀.∼
BankanTey	long (e.g. rope)	ɡùr.∼ǎw.∼
BenTey	long (e.g. rope)	ɡùrɔ̂w
Bunoge	long (e.g. rope)	ɡòl+ò
DogulDomKundialang	long (e.g. rope)	dʒàlǎŋ
DonnoSo	long (e.g. rope)	pàl+á
JamsayGourou	long (e.g. rope)	ɡùr+ú
JamsayDouentza	long (e.g. rope)	ɡùr+ú
JamsayMondoro	long (e.g. rope)	ɡùr+ú
Mombo	long (e.g. rope)	ɡóll+ò
BonduSoNajamba	long (e.g. rope)	dʒàlɛ́.ɛ́
Nanga	long (e.g. rope)	ɡùr+ɔ́
Penange	long (e.g. rope)	ɡòl+ò
PergeTegu	long (e.g. rope)	ɡùr+ú
TebulUre	long (e.g. rope)	p+á.á
TebulUre	long (e.g. rope)	p+á.á
Tiranige	long (e.g. rope)	jál+á
TogoKan	long (e.g. rope)	ɡùr+ú
TommoSoTongoTongo	long (e.g. rope)	pàl+á
ToroTegu	long (e.g. rope)	ɡùr+ú
YandaDom	long (e.g. rope)	zàl+à
YornoSo	long (e.g. rope)	pàl+á
Ampari	short	dè+j.∼
BankanTey	short	ɡɔ̀.ɔ̀.
BenTey	short	ɡɔ̀.ɔ̀.w
Bunoge	short	tùm.b+ù
DogulDomKundialang	short	dènn+ó
DonnoSo	short	dùm.b+ú
JamsayGourou	short	ɡɔ̌+j.∼
JamsayDouentza	short	ɡɔ̌+j.∼
JamsayMondoro	short	ɡɔ̌+j.∼
Mombo	short	dúŋ.ɡúr+ù
BonduSoNajamba	short	dèn.d+ú.ú
Nanga	short	déŋ+î
Penange	short	dùŋ.ɡùríj+è
PergeTegu	short	ɡɔ̌+j.∼
TebulUre	short	ɡɔɛ̀.ɛ́
TiranigeBoui	short	déŋíw+è
TiranigeNingo	short	déŋ+í
TiranigeNingo	short	déŋíb+è
TogoKan	short	dèɡ+é
TommoSoTongoTongo	short	dùm.b+ú
ToroTegu	short	tùkě+j
YandaDom	short	dùm.b+ù
YandaDom	short	dèn+ù
YornoSo	short	dùmìj~
BankanTey	deep (hole, well)	nɔ̀.ɔ̀.+w.∼
BenTey	deep (hole, well)	wɔ́r.∼ɔ̀w.∼
BenTey	deep (hole, well)	wór.∼òw.∼
Bunoge	deep (hole, well)	ɡìm.b+ò
DogulDomBendiely	deep (hole, well)	mín+ù
DogulDomKundialang	deep (hole, well)	mìnùŋ
DonnoSo	deep (hole, well)	t+ò.ó
JamsayGourou	deep (hole, well)	wór+ó
JamsayDouentza	deep (hole, well)	wór+ó
JamsayMondoro	deep (hole, well)	wór+ó
Mombo	deep (hole, well)	súm.b+ù
BonduSoNajamba	deep (hole, well)	mìníj+è
Nanga	deep (hole, well)	sóŋ+î
Penange	deep (hole, well)	sùm.b+è
PergeTegu	deep (hole, well)	wór.∼ó
TebulUre	deep (hole, well)	tó.óŋ.ɡ+ó
Tiranige	deep (hole, well)	ním+í
TogoKan	deep (hole, well)	wór+ó
TommoSoTongoTongo	deep (hole, well)	tòóɡ+ó
ToroTegu	deep (hole, well)	lók+ó
YandaDom	deep (hole, well)	tò+j.∼
YornoSo	deep (hole, well)	t+ò.ó
BankanTey	fat (corpulent)	dó+m.bú+ró+m
BenTey	fat (corpulent)	dù+ɡú
Bunoge	fat (corpulent)	bì+ɡì
DogulDomKundialang	fat (corpulent)	bìnú+ŋ
DonnoSo	fat (corpulent)	pó.ò
JamsayGourou	fat (corpulent)	démé+ré
JamsayDouentza	fat (corpulent)	démé+ré
JamsayDouentza	fat (corpulent)	dù+ɡú
JamsayMondoro	fat (corpulent)	démé+r.∼é
Mombo	fat (corpulent)	bál+là
BonduSoNajamba	fat (corpulent)	bìní.í
Nanga	fat (corpulent)	dé+m.bí+ré
Nanga	fat (corpulent)	dù+ɡí
Nanga	fat (corpulent)	ɔ̀wɔ́
Penange	fat (corpulent)	bàɡà+là
PergeTegu	fat (corpulent)	dé+m.bé+ré
TebulUre	fat (corpulent)	bìnɛ́.ɛ́
Tiranige	fat (corpulent)	bíní
TogoKan	fat (corpulent)	démé+ré
TogoKan	fat (corpulent)	káŋ
TommoSoTongoTongo	fat (corpulent)	póó
ToroTegu	fat (corpulent)	sɛ́w
YandaDom	fat (corpulent)	bǐn
YornoSo	fat (corpulent)	dù+ɡú
BankanTey	cave (hole or horizontal fracture in cliff)	kò+m.bí.í
BenTey	cave (hole or horizontal fracture in cliff)	kò+m.bì.í
BenTey	cave (hole or horizontal fracture in cliff)	kùr.∼ù+kò+m.bì.í
Bunoge	cave (hole or horizontal fracture in cliff)	té+ŋ.ɡà
DogulDomKundialang	cave (hole or horizontal fracture in cliff)	kɔ̀m+mɔ́
DonnoSo	cave (hole or horizontal fracture in cliff)	kɔ̀m+mɔ́
JamsayDouentza	cave (hole or horizontal fracture in cliff)	kó+m
JamsayDouentza	cave (hole or horizontal fracture in cliff)	tùmò+kó+m
JamsayMondoro	cave (hole or horizontal fracture in cliff)	kó+m
Mombo	cave (hole or horizontal fracture in cliff)	pɛ̀ɡɔ̀+kíbá
BonduSoNajamba	cave (hole or horizontal fracture in cliff)	kò+m.bì.í+ŋ.ɡé
Nanga	cave (hole or horizontal fracture in cliff)	kò+m.bí
Nanga	cave (hole or horizontal fracture in cliff)	kùr.∼ò+kò+m.bí
Penange	cave (hole or horizontal fracture in cliff)	sɔ́+ŋ.ɡɔ́
PergeTegu	cave (hole or horizontal fracture in cliff)	kó.ó+m
TebulUre	cave (hole or horizontal fracture in cliff)	kò+m.bù+ɡó
Tiranige	cave (hole or horizontal fracture in cliff)	ków~
TogoKan	cave (hole or horizontal fracture in cliff)	kɔ̀.ɔ̀+mɔ́
TommoSoTongoTongo	cave (hole or horizontal fracture in cliff)	kɔ̀m+mɔ́
ToroTegu	cave (hole or horizontal fracture in cliff)	ɡó.ò
YandaDom	cave (hole or horizontal fracture in cliff)	kò+m
YornoSo	cave (hole or horizontal fracture in cliff)	kɔ̀+mɔ́
BankanTey	ditch	ŋìr.∼ɛ́
BankanTey	ditch	ɲìr.∼ɛ́
BenTey	ditch	ìr.∼í
Bunoge	ditch	kó+m.bù
DogulDomKundialang	ditch	è.ènúŋ
DonnoSo	ditch	bò+n.dó
JamsayDouentza	ditch	ɡòrú
BonduSoNajamba	ditch	ɡóló.ó
Nanga	ditch	kɛ̌w
PergeTegu	ditch	bólô+l
TebulUre	ditch	tʃɛ̀l+ɡɔ́
TebulUre	ditch	kɛ̀l+ɡɔ́
Tiranige	ditch	bó+n.dó
TogoKan	ditch	ùr.∼ú
TommoSoTongoTongo	ditch	tòtò+ló
TommoSoTongoTongo	ditch	nòm+mòló
TommoSoTongoTongo	ditch	pɔ̀.∼sé
TommoSoTongoTongo	ditch	ɡɔ́.ɔ̀dɔ̀
ToroTegu	ditch	póló
YandaDom	ditch	ɡònò+lò
YornoSo	ditch	bònɔ́
BankanTey	hole, puncture (e.g. in clothing)	mbò+lú
BenTey	hole, puncture (e.g. in clothing)	m.bò+lú
BenTey	hole, puncture (e.g. in clothing)	mòlú
Bunoge	hole, puncture (e.g. in clothing)	ɡɔ́lɛ̀
DogulDomKundialang	hole, puncture (e.g. in clothing)	è.ènúŋ
DonnoSo	hole, puncture (e.g. in clothing)	bò+n.dó
JamsayGourou	hole, puncture (e.g. in clothing)	ùr.∼ó
JamsayDouentza	hole, puncture (e.g. in clothing)	bùdʒú
Mombo	hole, puncture (e.g. in clothing)	kó+m.bó
BonduSoNajamba	hole, puncture (e.g. in clothing)	dǒl+ŋ.ɡé
Nanga	hole, puncture (e.g. in clothing)	tɔ̀+ɡí
Penange	hole, puncture (e.g. in clothing)	mùrè
PergeTegu	hole, puncture (e.g. in clothing)	mòlú
TebulUre	hole, puncture (e.g. in clothing)	bùdù+ɡó
Tiranige	hole, puncture (e.g. in clothing)	múró
TogoKan	hole, puncture (e.g. in clothing)	lòrú
TommoSoTongoTongo	hole, puncture (e.g. in clothing)	bò+n.dó
ToroTegu	hole, puncture (e.g. in clothing)	kó+mó
ToroTegu	hole, puncture (e.g. in clothing)	bùsú
YandaDom	hole, puncture (e.g. in clothing)	bùzù
YornoSo	hole, puncture (e.g. in clothing)	lǒl
BonduSoNajamba	carve out a hole in wood (removing the debris, e.g. in a door frame, to fit the end of another piece of wood)	dòɡ+ì+lè
TogoKan	carve out a hole in wood (removing the debris, e.g. in a door frame, to fit the end of another piece of wood)	tɔ́ɡ+ɔ́+rɔ́
TommoSoTongoTongo	carve out a hole in wood (removing the debris, e.g. in a door frame, to fit the end of another piece of wood)	tɔ́ɡ+ɔ́
YornoSo	carve out a hole in wood (removing the debris, e.g. in a door frame, to fit the end of another piece of wood)	tɔ́ɡ+ɔ́+lɔ́
BankanTey	month	wà.á
BenTey	month	ùwɔ́
DogulDomBendiely	month	wɔ́.ɔ́+ɡù
DogulDomKundialang	month	wɔ̀.ɔ́+ɡ
DonnoSo	month	ù+ɡɔ́
JamsayGourou	month	ɛ̀.ɛ́
JamsayDouentza	month	ɛ̀.ɛ́
Mombo	month	wɛ́.ɛ̀
BonduSoNajamba	month	sà.à+ɡé
BonduSoNajamba	month	sà.à+ɡé
Nanga	month	wà.á
Penange	month	wɛ̀.ɛ̀
PergeTegu	month	ɛ̀.ɛ́
TebulUre	month	swà.á
Tiranige	month	éŋání
TogoKan	month	ɔ̀.ɔ́
TommoSoTongoTongo	month	ììjɛ́
ToroTegu	month	ìwá
YandaDom	month	swà.à
YornoSo	month	jè.é
YornoSo	month	jè.èpí+l
Ampari	year	wàjá
BankanTey	year	àr.∼á
BenTey	year	àr.∼àkú+sú
BenTey	year	àr.∼àɡú+sú
Bunoge	year	wájà
DogulDomBendiely	year	wɛ̀.ɛ́
DogulDomKundialang	year	wěŋ
DonnoSo	year	ànàkú+dù
JamsayGourou	year	àr.∼àkú+sú
JamsayDouentza	year	àr.∼àkú+dʒú
JamsayMondoro	year	àr.∼àkú+dʒú
Mombo	year	wájà
BonduSoNajamba	year	kèn+dʒú.ù
Nanga	year	àr.∼àẃ~
Nanga	year	àr.∼á
Penange	year	wàjà
PergeTegu	year	àr.∼àkú+sú
TebulUre	year	àr.∼àɡú+dú
Tiranige	year	wòj
TogoKan	year	à+n.dí.í
TommoSoTongoTongo	year	ànàɡú+dú
YandaDom	year	àr.∼àɡù+zù
YornoSo	year	àr.∼àɡú+dʒú
YornoSo	year	àr.∼àdì.í
BankanTey	before, previously, in the past	ɡíré
BenTey	before, previously, in the past	kùjɔ́.ɔ́
BenTey	before, previously, in the past	jéŋ.ɡù
DogulDomKundialang	before, previously, in the past	ɛ̀nnɛ́.ɛ́
JamsayDouentza	before, previously, in the past	lá.á+lá.á
JamsayDouentza	before, previously, in the past	pɔ́.ɔ́rɔ́
Mombo	before, previously, in the past	sú.ú
Mombo	before, previously, in the past	téɡú.ú~
BonduSoNajamba	before, previously, in the past	dùlɛ̀.ɛ́
Nanga	before, previously, in the past	kìjǎ+w
Nanga	before, previously, in the past	dʒà.à
PergeTegu	before, previously, in the past	já.á
TogoKan	before, previously, in the past	kɛ̀.ɛ́#bà
TogoKan	before, previously, in the past	kò#kɛ́.ɛ́
TogoKan	before, previously, in the past	ɡíré#tɔ̀
TommoSoTongoTongo	before, previously, in the past	àníjɛ́
ToroTegu	before, previously, in the past	dɛ́wrú
YandaDom	before, previously, in the past	tʃɛ̀w#ɡá
YornoSo	before, previously, in the past	ár.∼é.è
YornoSo	before, previously, in the past	já.á
BenTey	soon	dɛ̂m
DogulDomBendiely	soon	kàn.dá#bɛ̀rɛ́ɡ
DogulDomKundialang	soon	bɛ́rùɡ
DonnoSo	soon	sí.ì~#ɡìr+èjó.ò
JamsayDouentza	soon	dʒállá
Mombo	soon	sí.í~#kánnè
BonduSoNajamba	soon	tɛ́ɡì#nɛ̀#kànè#mɛ́
Nanga	soon	dɛ̂m#kà+n.dè
PergeTegu	soon	ɡìrè+sí.ì~
TogoKan	soon	lɔ̀nìr.∼í
TogoKan	soon	kà.àná#ɛ́.ɛ́ŋì.ì
TommoSoTongoTongo	soon	tàmà+lú+ɡó
ToroTegu	soon	pɛ́rá#má
YandaDom	soon	dɛ̂m
YandaDom	soon	sí.í~
YornoSo	soon	sí~#kár.∼+à.àj
YornoSo	soon	sí~#kár.∼+à.àj#lè
BankanTey	later, afterward	dùmǒj.∼#wó
BenTey	later, afterward	tùlú#wó
DogulDomKundialang	later, afterward	kɔ̀n#nɛ̀nà.á
DonnoSo	later, afterward	pìnn+á.á+nì
JamsayDouentza	later, afterward	ɡǔnn
Mombo	later, afterward	tún.dú.ú~
BonduSoNajamba	later, afterward	bàn.dí#mà
Nanga	later, afterward	tùn.dú#ɡó
Penange	later, afterward	tún.dù#ŋ
PergeTegu	later, afterward	tùlú.ù
TebulUre	later, afterward	dùmó
Tiranige	later, afterward	kòn.dè
TogoKan	later, afterward	lɔ̀nìr.∼í
TommoSoTongoTongo	later, afterward	pìnníjé
ToroTegu	later, afterward	pɛ́rá#má
YandaDom	later, afterward	ìdà#ɡá
YornoSo	later, afterward	dɔ̀.ɔ́.∼
BankanTey	again, once more	bìríjé
BankanTey	again, once more	pún.dó
BankanTey	again, once more	jà.á
BenTey	again, once more	píníw.∼ú
