ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT
4139	YornoSo	milk (verb), draw milk from (cow, goat)	ɛ́wⁿ+ɛ́	ɛ́ wⁿ + ɛ́	8419	ɛ́ wⁿ + ɛ́
5577	DogulDomBendiely	millet harvest (noun)	gɛ́ɛ́l	g ɛ́ɛ́ l	8437	g ɛ́ɛ́ l -
5578	Mombo	millet harvest (noun)	yóógé+jélí	y óó g é + j é l í	8438	y óó g é + j é l í
5579	BonduSoNajamba	millet harvest (noun)	yógé+gìì	y ó g é + g ìì	8436	y ó g é + g ìì
5580	Nanga	millet harvest (noun)	gírⁿá	g í rⁿ á	8439	g í rⁿ á
5581	TommoSoTongoTongo	millet harvest (noun)	yùùgí+yé	y ùù g í + y é	8440	y ùù g í + y é
5582	TommoSoTongoTongo	millet harvest (noun)	gɛ́lú	g ɛ́ l ú	8437	g ɛ́ l ú
13152	BankanTey	mirror	dí+gí	d í + g í	8441	d í + g í
13153	BenTey	mirror	cìlè+tìníì	c ì l è + t ì n í ì	8442	c ì l è + t ì n í ì
13154	Bunoge	mirror	tì+ntò+r+gá	t ì + n t ò + r + g á	8444	t ì + n t ò + r + g á
13155	Bunoge	mirror	gìrè+gétéé+jjò	g ì r è + g é t éé + jj ò	8458	g ì r è + g é t éé + jj ò
13156	DogulDomBendiely	mirror	kì+ndó+wù+ló	k ì + n d ó + w ù + l ó	8445	k ì + n d ó + w ù + l ó
13157	DogulDomBendiely	mirror	kì+ndò+wù+ló	k ì + n d ò + w ù + l ó	8445	k ì + n d ò + w ù + l ó
13158	DonnoSo	mirror	dùwà+lěŋ	d ù w à + l ě ŋ	8446	d ù w à + l ě ŋ -
13159	JamsayDouentza	mirror	cìnè+yǎŋ	c ì n è + y ǎ ŋ	8447	c ì n è + y ǎ ŋ
13160	Mombo	mirror	dòòdá+mbá+lí+ŋgè	d òò d á + m b á + l í + ŋ g è	8448	d òò d á + m b á + l í + ŋ g è
13161	BonduSoNajamba	mirror	kì+ndò+tǎ+r+ŋgò	k ì + n d ò + t ǎ + r + ŋ g ò	8443	- - - - - - - k ì + n d ò + t ǎ + r + ŋ g ò
13162	BonduSoNajamba	mirror	kì+ndò+kì+ndò+tǎ+r+ŋgò	k ì + n d ò + k ì + n d ò + t ǎ + r + ŋ g ò	8443	k ì + n d ò + k ì + n d ò + t ǎ + r + ŋ g ò
13163	Nanga	mirror	kì+ndè+kì+ndè+ɲì+rⁿî	k ì + n d è + k ì + n d è + ɲ ì + rⁿ î	8449	k ì + n d è + k ì + n d è + ɲ ì + rⁿ î
13164	Penange	mirror	kì+ndò+sèè+mí	k ì + n d ò + s èè + m í	8445	k ì + n d ò + s èè + m í
13165	PergeTegu	mirror	kìlè+yɛ́l	k ì l è + yɛ́ l	8447	k ì l è + yɛ́ - l
13166	Tiranige	mirror	cì+ndù+cì+ndú+jáá+l+yé	c ì + n d ù + c ì + n d ú + j áá + l + y é	8452	c ì + n d ù + c ì + n d ú + j áá + l + y é
13167	TogoKan	mirror	dùwɔ̀+lɛ̌+ⁿ	d ù w ɔ̀ + l ɛ̌ +ⁿ	8446	d ù w ɔ̀ + l ɛ̌ - +ⁿ
13168	TommoSoTongoTongo	mirror	kìkì+ndè+yɛ̀+ndú	k ì k ì + n d è + yɛ̀ + n d ú	8454	k ì k ì + n d è + yɛ̀ + n d ú - - -
13169	ToroTegu	mirror	dí+gì	d í + g ì	8441	d í + g ì
13170	YandaDom	mirror	kìkì+ndì+tí+gù	k ì k ì + n d ì + t í + g ù	8454	k ì k ì + n d ì + - - - t í + g ù
4651	BankanTey	miss (target, e.g. with a shot)	wɔ́f+à+kǎŋ	w ɔ́ f + à + k ǎ ŋ	8459	w ɔ́ f + à + k ǎ ŋ
4652	BenTey	miss (target, e.g. with a shot)	lér+é	l é r + é	8460	l é r + é
4653	Bunoge	miss (target, e.g. with a shot)	sáj+è	s á j + è	8462	s á j + è
4654	DogulDomKundialang	miss (target, e.g. with a shot)	sál+è	s á l + è	8462	s á l + è
4655	DogulDomKundialang	miss (target, e.g. with a shot)	pɛ́l+ɛ̀	p ɛ́ l + ɛ̀	8461	p ɛ́ l + ɛ̀
4656	DonnoSo	miss (target, e.g. with a shot)	sádɛ̀+ɛ̀	s á d ɛ̀ + ɛ̀	8464	s á d ɛ̀ + ɛ̀
4657	JamsayDouentza	miss (target, e.g. with a shot)	lér+é	l é r + é	8460	l é r + é
4658	Mombo	miss (target, e.g. with a shot)	díg+yɛ́l+ì	d í g + yɛ́ l + ì	8466	d í g + yɛ́ l + ì
4659	BonduSoNajamba	miss (target, e.g. with a shot)	wɔ́ɔ́f+ɛ́	w ɔ́ɔ́ f + ɛ́	8461	w ɔ́ɔ́ f + ɛ́
4660	Nanga	miss (target, e.g. with a shot)	lér+é	l é r + é	8460	l é r + é
4661	Penange	miss (target, e.g. with a shot)	tɛ́l+ɛ́	t ɛ́ l + ɛ́	8468	t ɛ́ l + ɛ́
4662	PergeTegu	miss (target, e.g. with a shot)	lér+é	l é r + é	8460	l é r + é
4663	TebulUre	miss (target, e.g. with a shot)	nɛ̀m+ǎ+l	n ɛ̀ m + ǎ + l	8470	n ɛ̀ m + ǎ + l
4664	Tiranige	miss (target, e.g. with a shot)	wòòf+í+kán+ú	w òò f + í + k á n + ú	8471	w òò f + í + k á n + ú
4665	TommoSoTongoTongo	miss (target, e.g. with a shot)	sád+á	s á d + á	8472	s á d + á
4666	TomoKanSegue	miss (target, e.g. with a shot)	by+ɛ́+làwⁿ	b y + ɛ́ + l à wⁿ	8473	b y + ɛ́ + l à wⁿ
4667	ToroTegu	miss (target, e.g. with a shot)	kárⁿ+á	k á rⁿ + á	8474	k á rⁿ + á
4668	ToroTegu	miss (target, e.g. with a shot)	kárⁿ+á	k á rⁿ + á	8474	k á rⁿ + á
6926	BankanTey	mist, fog	kùkù+ndú	k ù k ù + n d ú	8475	k ù k ù + n d ú
6927	BenTey	mist, fog	ɲáŋá	ɲ á ŋ á	8476	ɲ á ŋ á
6928	Bunoge	mist, fog	kùnà+kùnà	k ù n à + k ù n à	8478	k ù n à + k ù n à
6929	DogulDomKundialang	mist, fog	bààpú+rèè+g	b àà p ú + r èè + g	8479	b àà p ú + r èè + g -
6930	DonnoSo	mist, fog	sím+nè	s í m + n è	8480	s í m + n è
6931	JamsayDouentza	mist, fog	jìrⁿe+bɔ̀nɔ́	j ì rⁿ e + b ɔ̀ n ɔ́	8481	j ì rⁿ e + b ɔ̀ n ɔ́
6932	Mombo	mist, fog	ùgùlù+kú+mbé	ù g ù l ù + k ú + m b é	8482	ù g ù l ù + k ú + m b é
6933	BonduSoNajamba	mist, fog	tààkù+mbóó	t àà k ù + m b óó	8477	t àà k ù + m b óó
6934	Nanga	mist, fog	tààkù+mbó	t àà k ù + m b ó	8477	t àà k ù + m b ó
6935	PergeTegu	mist, fog	bùgù+rùkù+mbó	b ù g ù + r ù k ù + m b ó	8484	b ù g ù + r ù k ù + m b ó
6936	PergeTegu	mist, fog	yàrú+ɲàɲáà	y à r ú + ɲ à ɲ á à	8491	y à r ú + ɲ à ɲ á à
6937	TebulUre	mist, fog	tààkù+mbó	t àà k ù + m b ó	8477	t àà k ù + m b ó
6938	Tiranige	mist, fog	sùdí	s ù d í	8486	s ù d í
6939	TogoKan	mist, fog	ɲàpú+rú+gú	ɲ à p ú + r ú + g ú	8479	ɲ à p ú + r ú + g ú
6940	TommoSoTongoTongo	mist, fog	bààúg+gún+nɔ́	b àà ú g + g ú n + n ɔ́	8488	b àà ú g + g ú n + n ɔ́
6941	ToroTegu	mist, fog	àrúmò+mó	à r ú m ò + m ó	8489	à r ú m ò + m ó
6942	YandaDom	mist, fog	bàúrⁿá	b à ú rⁿ á	8490	b à ú rⁿ á
13870	BankanTey	mix, combine (sth and sth)	gàm+í+rⁿ+í	g à m + í + rⁿ + í	8492	g à m + í + rⁿ + í
13871	BenTey	mix, combine (sth and sth)	gààrⁿ+í	g àà rⁿ + í	8498	g àà - rⁿ + í -
13872	Bunoge	mix, combine (sth and sth)	níg+í+jè	n í g + í + j è	8505	n í g + í + j è
13873	DogulDomBendiely	mix, combine (sth and sth)	nèg+ì+sé	n è g + ì + s é	8505	n è g + ì + s é
13874	DonnoSo	mix, combine (sth and sth)	líg+ù+dùm+ɔ̀	l í g + ù + d ù m + ɔ̀	8497	l í g + ù + d ù m + ɔ̀
13875	JamsayGourou	mix, combine (sth and sth)	gààrⁿ+á	g àà rⁿ + á	8498	g àà - rⁿ + á -
13876	JamsayDouentza	mix, combine (sth and sth)	gààrⁿ+á�	g àà rⁿ + á �	8498	g àà - rⁿ + á �
13877	JamsayDouentza	mix, combine (sth and sth)	líg+í+jé	l í g + í + j é	8505	l í g + í + j é
13878	JamsayMondoro	mix, combine (sth and sth)	gààrⁿ+á	g àà rⁿ + á	8498	g àà - rⁿ + á -
13879	Mombo	mix, combine (sth and sth)	níg+í+jè	n í g + í + j è	8505	n í g + í + j è
13880	BonduSoNajamba	mix, combine (sth and sth)	nìg+ì+jè	n ì g + ì + j è	8505	n ì g + ì + j è
13881	Nanga	mix, combine (sth and sth)	gàárⁿ+í	g à á rⁿ + í	8498	g à á rⁿ + í -
13882	Penange	mix, combine (sth and sth)	níg+í+jè	n í g + í + j è	8505	n í g + í + j è
13883	PergeTegu	mix, combine (sth and sth)	gààr+á	g àà r + á	8498	g àà - r + á -
13884	TogoKan	mix, combine (sth and sth)	líg+í+jé	l í g + í + j é	8505	l í g + í + j é
13885	TommoSoTongoTongo	mix, combine (sth and sth)	níg+í+dé	n í g + í + d é	8505	n í g + í + d é
13886	TommoSoTongoTongo	mix, combine (sth and sth)	wààn+á	w àà n + á	8507	w àà - n + - á
13887	ToroTegu	mix, combine (sth and sth)	wàr+ká	w à r + k á	8507	w à - r + k á
13888	YandaDom	mix, combine (sth and sth)	bìl+é	b ì l + é	8508	b ì l + é
13889	YornoSo	mix, combine (sth and sth)	wàárⁿ+á	w à á rⁿ + á	8507	w à á rⁿ + - á
5738	BankanTey	modern cooking pot (e.g. ceramic or iron)	bár+mà	b á r + m à	8516	b á r - + m à
5739	BenTey	modern cooking pot (e.g. ceramic or iron)	bár+má	b á r + m á	8516	b á r - + m á
5740	Bunoge	modern cooking pot (e.g. ceramic or iron)	bár+mà	b á r + m à	8516	b á r - + m à
5741	DogulDomKundialang	modern cooking pot (e.g. ceramic or iron)	bár+mɛ̀	b á r + m ɛ̀	8516	b á r - + m ɛ̀
5742	DonnoSo	modern cooking pot (e.g. ceramic or iron)	bár+mà	b á r + m à	8516	b á r - + m à
5743	JamsayDouentza	modern cooking pot (e.g. ceramic or iron)	bár+má	b á r + m á	8516	b á r - + m á
5744	Mombo	modern cooking pot (e.g. ceramic or iron)	bárú+mà	b á r ú + m à	8516	b á r ú + m à
5745	BonduSoNajamba	modern cooking pot (e.g. ceramic or iron)	bár+má	b á r + m á	8516	b á r - + m á
5746	Nanga	modern cooking pot (e.g. ceramic or iron)	bár+mà	b á r + m à	8516	b á r - + m à
5747	Penange	modern cooking pot (e.g. ceramic or iron)	bár+mà	b á r + m à	8516	b á r - + m à
5748	Penange	modern cooking pot (e.g. ceramic or iron)	ɛ̀jɛ̀	ɛ̀ j ɛ̀	8528	ɛ̀ j ɛ̀
5749	PergeTegu	modern cooking pot (e.g. ceramic or iron)	bár+mɛ̀	b á r + m ɛ̀	8516	b á r - + m ɛ̀
5750	TebulUre	modern cooking pot (e.g. ceramic or iron)	bár+má	b á r + m á	8516	b á r - + m á
5751	Tiranige	modern cooking pot (e.g. ceramic or iron)	bàrà+má	b à r à + m á	8516	b à r à + m á
5752	Tiranige	modern cooking pot (e.g. ceramic or iron)	bár+má	b á r + m á	8516	b á r - + m á
5753	TogoKan	modern cooking pot (e.g. ceramic or iron)	bárⁿú+wⁿá	b á rⁿ ú + wⁿ á	8522	b á rⁿ ú + wⁿ á
5754	TommoSoTongoTongo	modern cooking pot (e.g. ceramic or iron)	bár+má	b á r + m á	8516	b á r - + m á
5755	TomoKanSegue	modern cooking pot (e.g. ceramic or iron)	ʔìnà+jɛ́y+ⁿ	ʔ ì n à + j ɛ́y +ⁿ	8524	ʔ ì n à + j ɛ́y +ⁿ
5756	TomoKanSegue	modern cooking pot (e.g. ceramic or iron)	bàrà+má	b à r à + m á	8516	b à r à + m á
5757	ToroTegu	modern cooking pot (e.g. ceramic or iron)	bár+mà	b á r + m à	8516	b á r - + m à
5758	YandaDom	modern cooking pot (e.g. ceramic or iron)	bár+mà	b á r + m à	8516	b á r - + m à
5759	YornoSo	modern cooking pot (e.g. ceramic or iron)	bár+mà	b á r + m à	8516	b á r - + m à
2499	BankanTey	molar	ŋìrⁿɛ̀+gǎⁿ+m	ŋ ì rⁿ ɛ̀ + g ǎⁿ + m	8529	ŋ ì rⁿ ɛ̀ + g ǎⁿ + m
2500	BenTey	molar	ìrⁿìgàá+y+ⁿ	ì rⁿ ì g à á + y +ⁿ	8530	ì rⁿ ì g à á + y +ⁿ
2501	JamsayDouentza	molar	ìrⁿègà+ŋá	ì rⁿ è g à + ŋ á	8532	ì rⁿ è g à + ŋ á
2502	BonduSoNajamba	molar	ìnɔ̀ɔ̀pà+mbú+ŋgó	ì n ɔ̀ɔ̀ p à + m b ú + ŋ g ó	8531	ì n ɔ̀ɔ̀ p à + m b ú + ŋ g ó
2503	Nanga	molar	ìnègà+má	ì n è g à + m á	8532	ì n è g à + m á
2504	Penange	molar	ágálá+mjá+y	á g á l á + m j á + y	8534	á g á l á + m j á + y
2505	PergeTegu	molar	ìrⁿègà+ŋá	ì rⁿ è g à + ŋ á	8532	ì rⁿ è g à + ŋ á
2506	TommoSoTongoTongo	molar	ìnùdó+m	ì n ù d ó + m	8536	ì n ù d ó + m
2507	ToroTegu	molar	gàŋù+má	g à ŋ ù + m á	8537	g à ŋ ù + m á
2508	ToroTegu	molar	gàŋù+ná	g à ŋ ù + n á	8537	g à ŋ ù + n á
2509	YandaDom	molar	à+ŋgàí+n	à + ŋ g à í + n	8538	à + ŋ g à í + n
2510	YornoSo	molar	à+ŋgàáⁿɛ̀+n	à + ŋ g à áⁿɛ̀ + n	8538	à + ŋ g à áⁿɛ̀ + n
12407	BankanTey	money, currency, cash	kɛ̀rɛ̂+y	k ɛ̀ r ɛ̂ + y	8546	k ɛ̀ r ɛ̂ + y
12408	BenTey	money, currency, cash	cɛ̀rɛ̂+y	c ɛ̀ r ɛ̂ + y	8546	c ɛ̀ r ɛ̂ + y
12409	BenTey	money, currency, cash	búbú+dù	b ú b ú + d ù	8545	b ú b ú + d ù
12410	Bunoge	money, currency, cash	tɔ̀+ndí+gè	t ɔ̀ + n d í + g è	8542	t ɔ̀ + n d í + g è
12411	Bunoge	money, currency, cash	dù+mɔ̀	d ù + m ɔ̀	8561	d ù + m ɔ̀
12412	DogulDomBendiely	money, currency, cash	búú	b úú	8543	b úú - - -
12413	DogulDomBendiely	money, currency, cash	búúd	b úú d	8543	b úú - d -
12414	DogulDomBendiely	money, currency, cash	búúdù	b úú d ù	8543	b úú - d ù
12415	DonnoSo	money, currency, cash	kɛ̀ɛ̀lɛ́	k ɛ̀ɛ̀ l ɛ́	8546	k ɛ̀ɛ̀ l ɛ́ - -
12416	DonnoSo	money, currency, cash	búbú+dù	b ú b ú + d ù	8545	b ú b ú + d ù
12417	JamsayGourou	money, currency, cash	kɛ́ɛ́rù	k ɛ́ɛ́ r ù	8546	k ɛ́ɛ́ r ù - -
12418	JamsayDouentza	money, currency, cash	búbú+dù	b ú b ú + d ù	8545	b ú b ú + d ù
12419	JamsayDouentza	money, currency, cash	káálí+sì	k áá l í + s ì	8564	k áá l í + s ì
12420	JamsayDouentza	money, currency, cash	káálí+sì	k áá l í + s ì	8564	k áá l í + s ì
12421	JamsayMondoro	money, currency, cash	cɛ̌ɛ̌rù	c ɛ̌ɛ̌ r ù	8546	c ɛ̌ɛ̌ r ù - -
12422	Mombo	money, currency, cash	búbú+rù	b ú b ú + r ù	8545	b ú b ú + r ù
12423	BonduSoNajamba	money, currency, cash	kèlû+lû	k è l û + l û	8541	k è l û + l û
12424	BonduSoNajamba	money, currency, cash	m̀bú+búdù	m̀ b ú + b ú d ù	8560	m̀ b ú + b ú d ù
12425	Nanga	money, currency, cash	kɛ̌ɛ̌rɛ̂	k ɛ̌ɛ̌ r ɛ̂	8546	k ɛ̌ɛ̌ r ɛ̂ - -
12426	Nanga	money, currency, cash	búbú+dù	b ú b ú + d ù	8545	b ú b ú + d ù
12427	Nanga	money, currency, cash	búbú+dì	b ú b ú + d ì	8545	b ú b ú + d ì
12428	Penange	money, currency, cash	wálé	w á l é	8550	w á l é
12429	PergeTegu	money, currency, cash	búbú+dù	b ú b ú + d ù	8545	b ú b ú + d ù
12430	PergeTegu	money, currency, cash	kɛ̌ɛ̌rù	k ɛ̌ɛ̌ r ù	8546	k ɛ̌ɛ̌ r ù - -
12431	TebulUre	money, currency, cash	búbú+dù	b ú b ú + d ù	8545	b ú b ú + d ù
12432	TebulUre	money, currency, cash	kɔ́rⁿɔ́	k ɔ́ rⁿ ɔ́	8567	k ɔ́ rⁿ ɔ́
12433	Tiranige	money, currency, cash	cɛ́lɛ́+ŋgɛ́	c ɛ́ l ɛ́ + ŋ g ɛ́	8553	c ɛ́ l ɛ́ + ŋ g ɛ́
12434	Tiranige	money, currency, cash	kɛ́lɛ́+ŋgé	k ɛ́ l ɛ́ + ŋ g é	8553	k ɛ́ l ɛ́ + ŋ g é
12435	TogoKan	money, currency, cash	búbú+dú	b ú b ú + d ú	8545	b ú b ú + d ú
12436	TommoSoTongoTongo	money, currency, cash	búùdù	b ú ù d ù	8543	b ú ù d ù
12437	TommoSoTongoTongo	money, currency, cash	kɛ̀ɛ̀lɛ́	k ɛ̀ɛ̀ l ɛ́	8546	k ɛ̀ɛ̀ l ɛ́ - -
12438	ToroTegu	money, currency, cash	cár+dì	c á r + d ì	8556	c á r + d ì
12439	ToroTegu	money, currency, cash	cɛ̀rú	c ɛ̀ r ú	8546	c ɛ̀ r ú - -
12440	ToroTegu	money, currency, cash	múmú+dù	m ú m ú + d ù	8576	m ú m ú + d ù
12441	YandaDom	money, currency, cash	búbú+dù	b ú b ú + d ù	8545	b ú b ú + d ù
12442	YandaDom	money, currency, cash	cèlè	c è l è	8546	c è l è - -
12443	YornoSo	money, currency, cash	búbú+dù	b ú b ú + d ù	8545	b ú b ú + d ù
12444	YornoSo	money, currency, cash	kɛ̌ɛ̌lɛ̀	k ɛ̌ɛ̌ l ɛ̀	8546	k ɛ̌ɛ̌ l ɛ̀ - -
7932	BankanTey	month	wàá	w à á	8577	- w à á
7933	BenTey	month	ùwɔ́	ù w ɔ́	8578	ù w ɔ́
7934	DogulDomBendiely	month	wɔ́ɔ́+gù	w ɔ́ɔ́ + g ù	8580	w ɔ́ɔ́ + g ù
7935	DogulDomKundialang	month	wɔ̌ɔ̌+g	w ɔ̌ɔ̌ + g	8580	w ɔ̌ɔ̌ + g -
7936	DonnoSo	month	ù+gɔ́	ù + g ɔ́	8582	ù + g ɔ́
7937	JamsayGourou	month	ɛ̌ɛ̌	ɛ̌ɛ̌	8583	ɛ̌ɛ̌
7938	JamsayDouentza	month	ɛ̌ɛ̌	ɛ̌ɛ̌	8583	ɛ̌ɛ̌
7939	Mombo	month	wɛ̂ɛ̂	w ɛ̂ɛ̂	8585	w ɛ̂ɛ̂
7940	BonduSoNajamba	month	sàà+gé	s àà + g é	8579	s àà + g é
7941	BonduSoNajamba	month	sàà+gé	s àà + g é	8579	s àà + g é
7942	Nanga	month	wàá	w à á	8577	- w à á
7943	Penange	month	wɛ̀ɛ̀	w ɛ̀ɛ̀	8585	w ɛ̀ɛ̀
7944	PergeTegu	month	ɛ̌ɛ̌	ɛ̌ɛ̌	8583	ɛ̌ɛ̌
7945	TebulUre	month	swàá	s w à á	8577	s w à á
7946	Tiranige	month	éŋání	é ŋ á n í	8590	é ŋ á n í
7947	TogoKan	month	ɔ̌ɔ̌	ɔ̌ɔ̌	8591	ɔ̌ɔ̌
7948	TommoSoTongoTongo	month	ììyɛ́	ìì yɛ́	8592	ìì yɛ́
7949	ToroTegu	month	ìwá	ì w á	8593	ì w á
7950	YandaDom	month	swàà	s w àà	8577	s w àà -
7951	YornoSo	month	yèé	y è é	8595	y è é
7952	YornoSo	month	yèèpí+l	y èè p í + l	8597	y èè p í + l
6649	Ampari	moon	wɛ̂ɛ̂	w ɛ̂ɛ̂	8598	w ɛ̂ɛ̂
6650	BankanTey	moon	wàá	w à á	8599	- w à á
6651	BenTey	moon	ùwɔ́	ù w ɔ́	8600	ù w ɔ́
6652	Bunoge	moon	yáásì+mà	yáá s ì + m à	8602	yáá s ì + m à
6653	DogulDomBendiely	moon	wɔ́ɔ́+gù	w ɔ́ɔ́ + g ù	8603	w ɔ́ɔ́ + g ù
6654	DogulDomKundialang	moon	wɔ̌ɔ̌+g	w ɔ̌ɔ̌ + g	8603	w ɔ̌ɔ̌ + g -
6655	DonnoSo	moon	ù+gɔ́	ù + g ɔ́	8605	ù + g ɔ́
6656	JamsayGourou	moon	ɛ̌ɛ̌	ɛ̌ɛ̌	8606	ɛ̌ɛ̌
6657	JamsayDouentza	moon	ɛ̌ɛ̌	ɛ̌ɛ̌	8606	ɛ̌ɛ̌
6658	JamsayMondoro	moon	ɛ̌ɛ̌	ɛ̌ɛ̌	8606	ɛ̌ɛ̌
6659	Mombo	moon	wɛ̂ɛ̂	w ɛ̂ɛ̂	8598	w ɛ̂ɛ̂
6660	BonduSoNajamba	moon	sàà+gé	s àà + g é	8601	s àà + g é
6661	Nanga	moon	wàá	w à á	8599	- w à á
6662	Penange	moon	wɛ̀ɛ̀	w ɛ̀ɛ̀	8598	w ɛ̀ɛ̀
6663	PergeTegu	moon	ɛ̌ɛ̌	ɛ̌ɛ̌	8606	ɛ̌ɛ̌
6664	TebulUre	moon	swàá	s w à á	8599	s w à á
6665	Tiranige	moon	éŋání	é ŋ á n í	8614	é ŋ á n í
6666	TogoKan	moon	ɔ̌ɔ̌	ɔ̌ɔ̌	8615	ɔ̌ɔ̌
6667	TommoSoTongoTongo	moon	ììyɛ́	ìì yɛ́	8616	ìì yɛ́
6668	ToroTegu	moon	ìwá	ì w á	8617	ì w á
6669	YandaDom	moon	swàà	s w àà	8599	s w àà -
6670	YornoSo	moon	yèèpí+l	y èè p í + l	8619	y èè p í + l
6671	YornoSo	moon	yèé	y è é	8620	y è é
12080	BenTey	more, to a greater extent (with predicate)	mɛ̀gɛ̀	m ɛ̀ g ɛ̀	8621	m ɛ̀ g ɛ̀
12081	Bunoge	more, to a greater extent (with predicate)	nà+wⁿ	n à + wⁿ	8622	n à + wⁿ
12082	DonnoSo	more, to a greater extent (with predicate)	sìgɛ́	s ì g ɛ́	8623	s ì g ɛ́
12083	JamsayDouentza	more, to a greater extent (with predicate)	ìré	ì r é	8624	ì r é
12084	JamsayMondoro	more, to a greater extent (with predicate)	ìré	ì r é	8624	ì r é
12085	Nanga	more, to a greater extent (with predicate)	gárá	g á r á	8626	- - - g á r á
12086	Penange	more, to a greater extent (with predicate)	nám	n á m	8627	n á m
12087	TogoKan	more, to a greater extent (with predicate)	gáárá	g áá r á	8626	- - - g áá r á
12088	TogoKan	more, to a greater extent (with predicate)	sìgɛ́	s ì g ɛ́	8623	s ì g ɛ́
12089	TogoKan	more, to a greater extent (with predicate)	sìgɛ̀	s ì g ɛ̀	8623	s ì g ɛ̀
12090	TommoSoTongoTongo	more, to a greater extent (with predicate)	gàá	g à á	8626	- - - g à - á
12091	YornoSo	more, to a greater extent (with predicate)	gá+gárá	g á + g á r á	8626	g á + g á r á
8752	BankanTey	mother	nàrⁿá	n à rⁿ á	8628	- n à rⁿ á - -
8753	BankanTey	mother	nàrⁿǎ+m	n à rⁿ ǎ + m	8628	- n à rⁿ ǎ + m
8754	BenTey	mother	nàrⁿá	n à rⁿ á	8628	- n à rⁿ á - -
8755	Bunoge	mother	nìnì	n ì n ì	8630	n ì n ì
8756	DogulDomBendiely	mother	dààrá	d àà r á	8632	d àà r á
8757	DogulDomKundialang	mother	dààráá	d àà r áá	8632	d àà r áá
8758	DonnoSo	mother	nàá	n à á	8628	- n à - á - -
8759	JamsayGourou	mother	nàá	n à á	8628	- n à - á - -
8760	JamsayDouentza	mother	nàá	n à á	8628	- n à - á - -
8761	JamsayMondoro	mother	nàá	n à á	8628	- n à - á - -
8762	Mombo	mother	níí	n íí	8630	n íí - -
8763	BonduSoNajamba	mother	nìí	n ì í	8630	n ì - í
8764	Nanga	mother	dèé	d è é	8639	d è é
8765	Penange	mother	níí	n íí	8630	n íí - -
8766	PergeTegu	mother	nàá	n à á	8628	- n à - á - -
8767	TebulUre	mother	nàrⁿá	n à rⁿ á	8628	- n à rⁿ á - -
8768	Tiranige	mother	nɛ̀nɛ̀	n ɛ̀ n ɛ̀	8643	n ɛ̀ n ɛ̀
8769	Tiranige	mother	nɛ̀ɛ̀	n ɛ̀ɛ̀	8643	n ɛ̀ɛ̀ - -
8771	TogoKan	mother	ìnàá	ì n à á	8628	ì n à - á - -
8772	TommoSoTongoTongo	mother	nnáá	nn áá	8628	- nn - - áá - -
8773	ToroTegu	mother	ná	n á	8628	- n - - á - -
8774	YandaDom	mother	nìì	n ìì	8630	n ìì - -
8775	YornoSo	mother	náá	n áá	8628	- n - - áá - -
8783	BankanTey	mother's brother	ndòsǐ+m	n d ò s ǐ + m	8644	n d ò s ǐ + m
8784	BenTey	mother's brother	lèsú	l è s ú	8650	l è s ú
8785	BenTey	mother's brother	lòsú	l ò s ú	8650	l ò s ú
8786	Bunoge	mother's brother	bɔ̀bɔ̀	b ɔ̀ b ɔ̀	8647	b ɔ̀ b ɔ̀
8787	DogulDomBendiely	mother's brother	lɛ́sù	l ɛ́ s ù	8650	l ɛ́ s ù
8788	DogulDomBendiely	mother's brother	nɛ́sù	n ɛ́ s ù	8649	n ɛ́ s - ù
8789	DogulDomKundialang	mother's brother	nês	n ê s	8649	n ê s - -
8790	DonnoSo	mother's brother	lédù	l é d ù	8650	l é d ù
8791	JamsayGourou	mother's brother	lèsé	l è s é	8650	l è s é
8792	JamsayDouentza	mother's brother	lèjé	l è j é	8650	l è j é
8793	JamsayMondoro	mother's brother	lèjé	l è j é	8650	l è j é
8794	Mombo	mother's brother	nɛ́jí	n ɛ́ j í	8649	n ɛ́ j - í
8795	BonduSoNajamba	mother's brother	nèjìí	n è j ì í	8649	n è j ì í
8796	Nanga	mother's brother	lèsí	l è s í	8650	l è s í
8797	Penange	mother's brother	nèjì	n è j ì	8649	n è j - ì
8798	PergeTegu	mother's brother	lèsú	l è s ú	8650	l è s ú
8799	TebulUre	mother's brother	lèdú	l è d ú	8650	l è d ú
8800	Tiranige	mother's brother	nèjì	n è j ì	8649	n è j - ì
8801	TogoKan	mother's brother	níɲí	n í ɲ í	8660	n í ɲ í
8802	TommoSoTongoTongo	mother's brother	nín+jú	n í n + j ú	8661	n í n + j ú
8803	ToroTegu	mother's brother	lìsí	l ì s í	8650	l ì s í
8804	YandaDom	mother's brother	lèzù	l è z ù	8650	l è z ù
8805	YornoSo	mother's brother	níɲù	n í ɲ ù	8660	n í ɲ ù
8806	BankanTey	mother's younger sister	nàrⁿà+sà+ndâ+m	n à rⁿ à + s à + n d â + m	8662	n à rⁿ à + s à + n d â + m
8807	BenTey	mother's younger sister	nàtɛ᷈ɛ᷈+m	n à t ɛ᷈ɛ᷈ + m	8663	n à t ɛ᷈ɛ᷈ + m - -
8808	Bunoge	mother's younger sister	nìní+dɛ̀bɔ̀	n ì n í + d ɛ̀ b ɔ̀	8665	n ì n í + d ɛ̀ b ɔ̀
