DOCULECT,GLOSS,IPA
DonnoSo,blister (on skin),j o r u
JamsayDouentza,blister (on skin),j o r u
JamsayMondoro,blister (on skin),j o r u
Mombo,blister (on skin),b ɔ n ɔ - n ɔ
BonduSoNajamba,blister (on skin),t ɔ j ɔɔ
Nanga,blister (on skin),j o r o
PergeTegu,blister (on skin),j o r o
TebulUre,blister (on skin),z o r u
TogoKan,blister (on skin),j o r u
TommoSoTongoTongo,blister (on skin),u mm u - g o j o - g o
ToroTegu,blister (on skin),z o r u
YandaDom,blister (on skin),z o r u
YornoSo,blister (on skin),j o r u
BankanTey,"itchy area, rash",y aa r a - m
BenTey,"itchy area, rash",y a ɣ a - r a
BenTey,"itchy area, rash",y a ɣ a - r a y
Bunoge,"itchy area, rash",k a b a
DogulDomKundialang,"itchy area, rash",qqq
DonnoSo,"itchy area, rash",k u n - j u
JamsayGourou,"itchy area, rash",y a g u - r u
JamsayDouentza,"itchy area, rash",y a g u - r u
JamsayDouentza,"itchy area, rash",y a ɣ a - r a
Mombo,"itchy area, rash",y a g a - r a
BonduSoNajamba,"itchy area, rash",y a g a - r a - ŋ g o
Nanga,"itchy area, rash",y a g i - r i
PergeTegu,"itchy area, rash",y a g a - r a
TebulUre,"itchy area, rash",y a g u - r - g ɔ
Tiranige,"itchy area, rash",y a g a - r e
TogoKan,"itchy area, rash",y a g u - r u
TommoSoTongoTongo,"itchy area, rash",k ɔ n - j u
ToroTegu,"itchy area, rash",j e s i - c ɛ r a
ToroTegu,"itchy area, rash",j e s u - c ɛ r a
ToroTegu,"itchy area, rash",c ɛ r u
YandaDom,"itchy area, rash",y aa d ii
YornoSo,"itchy area, rash",y a g u - r u
BankanTey,pus,g o - ŋ g o - r o - p i - n d ɛ
BenTey,pus,g o - ŋ g o - r o - p i - l ɛ
Bunoge,pus,b a g a - b i l ɛ
JamsayDouentza,pus,n ɛ yⁿ - p i r u
Mombo,pus,g ee - ŋ g e - w u - l e
BonduSoNajamba,pus,g e n ɔɔ - l a - ŋ g e
Nanga,pus,g o - n d o - g o - p i - r i
Penange,pus,b a g a u - l - g ɛ
PergeTegu,pus,n ɛ - m p i - r i
TogoKan,pus,ɔ - m u
TommoSoTongoTongo,pus,i l i y e - p i l u
ToroTegu,pus,n e ŋ - p i r u
YandaDom,pus,k o z o
YornoSo,pus,i ll ii - p i l
BankanTey,scar (noun),m i yⁿ ɛ - z aa r aa
BenTey,scar (noun),m ii n a - wⁿ rⁿ a
Bunoge,scar (noun),t o ŋ o - n i p aa - l e
DogulDomBendiely,scar (noun),y ɛ l ɔ
DogulDomKundialang,scar (noun),qqq
DonnoSo,scar (noun),m ɛ n u ɛ - l ɛ
JamsayDouentza,scar (noun),n a rⁿ a - wⁿ a
Mombo,scar (noun),p ɔ - n d ɛ
BonduSoNajamba,scar (noun),n i n a ɛ - l ɔɔ
Nanga,scar (noun),m ɔɔ d a - n d a
Penange,scar (noun),n ii n a - p ɔ - n d ɛ
Penange,scar (noun),n ii n a - p i - n d ɛ
PergeTegu,scar (noun),m ɛ n - n a wⁿ - rⁿ a
TebulUre,scar (noun),m u m uⁿ - n a - m a
TogoKan,scar (noun),n ɔ n ɔɔ - rⁿ ɔ
TommoSoTongoTongo,scar (noun),m i n u - y ɔ u l ɔ
ToroTegu,scar (noun),m i n u - z e l e
YandaDom,scar (noun),l a d u ɔ - l ɔ
YandaDom,scar (noun),s e r e
YornoSo,scar (noun),n a w a - rⁿ a
BankanTey,(a) bruise (from a blow),p u - ŋ k a
BenTey,(a) bruise (from a blow),p u - ŋ g u - y ii
BenTey,(a) bruise (from a blow),g o - ŋ g o - r o - g u - n u - m
DogulDomKundialang,(a) bruise (from a blow),qqq
DonnoSo,(a) bruise (from a blow),o - m b o - g o j o - r u
JamsayDouentza,(a) bruise (from a blow),p u ŋ
JamsayMondoro,(a) bruise (from a blow),p u ŋ
Mombo,(a) bruise (from a blow),a m a n - j e
BonduSoNajamba,(a) bruise (from a blow),g u g u - l u l u
Nanga,(a) bruise (from a blow),g o - n d o - g o - p ɛ - t ɛ
PergeTegu,(a) bruise (from a blow),p u - ŋ g u
TommoSoTongoTongo,(a) bruise (from a blow),j a - ŋ g i - y i - l e
ToroTegu,(a) bruise (from a blow),k u - ŋ k a
YandaDom,(a) bruise (from a blow),s i n - z u p ɔ - j u
YornoSo,(a) bruise (from a blow),j a rⁿ i y - ⁿ
BankanTey,be healthy,s ɛ ll a k a ŋ
BenTey,be healthy,s ɛ ll - ɛ
Bunoge,be healthy,s e j i l ee b - o
DogulDomKundialang,be healthy,c ɛ ll a l y e j - o
DonnoSo,be healthy,s ɛɛ w - ɔ
JamsayDouentza,be healthy,s ɛ ll - ɛ
Mombo,be healthy,a p y a o s a - a
BonduSoNajamba,be healthy,k e ll a l m a b - o
Nanga,be healthy,s ɛ ll - ɛ
Penange,be healthy,a l a p ɛ n i b - o
Penange,be healthy,a l a p ɛɛ ⁿ s - aⁿ
PergeTegu,be healthy,k ɛ ll a ll e w - ɔ
PergeTegu,be healthy,s ɛ ll - ɛ
TebulUre,be healthy,s ɛ ll i - i
TebulUre,be healthy,s ɛ l a l y e s - ɔ
Tiranige,be healthy,c e l a l e y a b o - o
TommoSoTongoTongo,be healthy,j a m n ɛ w - ɔ
TommoSoTongoTongo,be healthy,s ɛ ll a l s - ɛ
ToroTegu,be healthy,s ɛ ll a k a rⁿ u
YandaDom,be healthy,s e l a l z - o
YornoSo,be healthy,s ɛ l - ɛ
Bunoge,(wound) heal,s e j - i - l e
DonnoSo,(wound) heal,b a d - a
Penange,(wound) heal,i r y - e
PergeTegu,(wound) heal,b a y - a
TebulUre,(wound) heal,b a d - a
Tiranige,(wound) heal,e r e n d - i y - o
TogoKan,(wound) heal,b a - a
TommoSoTongoTongo,(wound) heal,b a d - a
ToroTegu,(wound) heal,t o l - o
YandaDom,(wound) heal,u z - o
YornoSo,(wound) heal,b a j - a
BankanTey,"medication, remedy",a y aa
BenTey,"medication, remedy",a y aa
BenTey,"medication, remedy",t e l e
Bunoge,"medication, remedy",t i l i - ŋ g e
DogulDomKundialang,"medication, remedy",oo ŋ
DonnoSo,"medication, remedy",n oo
JamsayGourou,"medication, remedy",l o y
JamsayDouentza,"medication, remedy",l o y
JamsayMondoro,"medication, remedy",l o y
Mombo,"medication, remedy",j o - ŋ g u
BonduSoNajamba,"medication, remedy",d a g u - g u
Nanga,"medication, remedy",oo
Penange,"medication, remedy",i l ee - ŋ g e
PergeTegu,"medication, remedy",l o y
TebulUre,"medication, remedy",o e
Tiranige,"medication, remedy",s a p - p aa r ɛ
TogoKan,"medication, remedy",l o
TommoSoTongoTongo,"medication, remedy",n o w
ToroTegu,"medication, remedy",a yⁿ a
YandaDom,"medication, remedy",ɔ y - ⁿ
YornoSo,"medication, remedy",l oo
BankanTey,doctor,d ɔ g ɔ - t ɔ r ɔ - m
BenTey,doctor,d ɔ ɣ ɔ - t ɔ r ɔ - m
Bunoge,doctor,d ɔ g ɔ - t ɔ r ɔ
DogulDomKundialang,doctor,d ɔ g - t ɔ r ɔ
DonnoSo,doctor,d ɔ g ɔ - t ɔ r ɔ
JamsayDouentza,doctor,d ɔ ɣ ɔ - t ɔ r ɔ
Mombo,doctor,d ɔ k u - t ɔ r ɔ
BonduSoNajamba,doctor,d ɔ g ɔ - t ɔ r ɔ
Nanga,doctor,d ɔ g ɔ - t ɔ r ɔ
Penange,doctor,d ɔ g ɔ - t ɔ r ɔ
PergeTegu,doctor,d ɔ g ɔ - t ɔ r ɔ
TebulUre,doctor,d ɔ g ɔ - t ɔ r ɔ
Tiranige,doctor,d ɔ g ɔ - t ɔ r ɔ
TogoKan,doctor,d ɔ g ɔ - t ɔ r ɔ
TommoSoTongoTongo,doctor,d ɔ g ɔ - t ɔ r ɔ
ToroTegu,doctor,d ɔ k ɔ - t ɔ r ɔ
YandaDom,doctor,d ɔ g ɔ - t ɔ r ɔ
YornoSo,doctor,d ɔ g ɔ - t ɔ r ɔ
Ampari,give,t a y - e
BankanTey,give,n i
BenTey,give,n i
Bunoge,give,t a b - e
DogulDomBendiely,give,n d - ɛ
DogulDomKundialang,give,n d - ɛ
DonnoSo,give,o b - o
JamsayGourou,give,o - o
JamsayDouentza,give,o - o
JamsayMondoro,give,o - o
Mombo,give,n d - ɛ
BonduSoNajamba,give,n d - ɛ
BonduSoNajamba,give,n d i r - ɛ
Nanga,give,n d - i
Penange,give,t a b - e
PergeTegu,give,o - o
TebulUre,give,n d - a
Tiranige,give,n d - o
TogoKan,give,o
TommoSoTongoTongo,give,o b - o
ToroTegu,give,o w
YandaDom,give,n d - ɛ
YornoSo,give,o b - o
BankanTey,"divide, share (sth)",k e r - i - y e
BenTey,"divide, share (sth)",k e r - i - y e
BenTey,"divide, share (sth)",c e r - i - y e
Bunoge,"divide, share (sth)",g a m b - a g - e
DogulDomKundialang,"divide, share (sth)",k u k - u - l ɛ
DonnoSo,"divide, share (sth)",g a m b - i l - ɛ - ɛ
JamsayGourou,"divide, share (sth)",g a m - a - rⁿ - a
JamsayGourou,"divide, share (sth)",g o s - o
JamsayDouentza,"divide, share (sth)",g a m - a - rⁿ - a
JamsayMondoro,"divide, share (sth)",g a m - a - rⁿ - a
Mombo,"divide, share (sth)",p u r - u - g e
BonduSoNajamba,"divide, share (sth)",k aa ŋ g - i y - e
Nanga,"divide, share (sth)",k e r - i - y e
Penange,"divide, share (sth)",w e l - a - g e
PergeTegu,"divide, share (sth)",g a m - d a
TebulUre,"divide, share (sth)",g e r i - i
Tiranige,"divide, share (sth)",u n d - u - y o
TogoKan,"divide, share (sth)",g a m - a - rⁿ - a
TommoSoTongoTongo,"divide, share (sth)",k a b - i - l ɛ
TomoKanSegue,"divide, share (sth)",k w ɛ - ɛ
ToroTegu,"divide, share (sth)",h e l - o
YandaDom,"divide, share (sth)",g a m b - u l - ɛ
YornoSo,"divide, share (sth)",g a m - a - l a
BankanTey,"give back, return (sth, to sb)",b i r - i - y e n - i
DonnoSo,"give back, return (sth, to sb)",o b - o
JamsayDouentza,"give back, return (sth, to sb)",p i l - i - w e o - o
Mombo,"give back, return (sth, to sb)",k o n d - o m - i
BonduSoNajamba,"give back, return (sth, to sb)",m a m - i - l i y - ɛ n d ɛ
Nanga,"give back, return (sth, to sb)",b i n d - e n d - i
Nanga,"give back, return (sth, to sb)",b i n d - e k - u rⁿ - i
PergeTegu,"give back, return (sth, to sb)",p i l - i - w e
TogoKan,"give back, return (sth, to sb)",o
TommoSoTongoTongo,"give back, return (sth, to sb)",o b - o
ToroTegu,"give back, return (sth, to sb)",b i t - o
YornoSo,"give back, return (sth, to sb)",o b - o
BankanTey,gather (things),b a r - a
BenTey,gather (things),b a r - a
Bunoge,gather (things),b a l - l e
DonnoSo,gather (things),b a l - a
JamsayGourou,gather (things),b a r - a
JamsayDouentza,gather (things),b a r - a
Mombo,gather (things),k y - aa - g e
BonduSoNajamba,gather (things),b a l - e
Nanga,gather (things),b a r - a
Penange,gather (things),b a l - g e
PergeTegu,gather (things),b a r - a
TebulUre,gather (things),b a - a
Tiranige,gather (things),b a l - o
TogoKan,gather (things),t u r - o
TommoSoTongoTongo,gather (things),b a l - a
TommoSoTongoTongo,gather (things),k ɛ b - ɛ
ToroTegu,gather (things),b a r - a
YandaDom,gather (things),b a l
YandaDom,gather (things),c e b - o
YornoSo,gather (things),b a l - a
BankanTey,"get, obtain",b ɛ r - ɛ
BenTey,"get, obtain",b ɛ r - ɛ
BenTey,"get, obtain",n ɛ wⁿ - ɛ
Bunoge,"get, obtain",b ɛɛ l - ɛ
DogulDomBendiely,"get, obtain",b ɛ l - ɛ
DogulDomKundialang,"get, obtain",b ɛ l - ɛ
DonnoSo,"get, obtain",b ɛ l - ɛ
JamsayGourou,"get, obtain",b ɛ r - ɛ
JamsayDouentza,"get, obtain",b ɛ r - ɛ
Mombo,"get, obtain",s i y - e
Mombo,"get, obtain",y ɛɛ r - ɛ
BonduSoNajamba,"get, obtain",d u m - ɛ
Nanga,"get, obtain",b ɛ r - ɛ
Penange,"get, obtain",d i n - ɛ
PergeTegu,"get, obtain",b ɛ r - ɛ
TebulUre,"get, obtain",b ɛɛ d - ɛ
Tiranige,"get, obtain",i r - ɛ
Tiranige,"get, obtain",g i r - ɛ
TogoKan,"get, obtain",b ɛ r - ɛ
TommoSoTongoTongo,"get, obtain",b ɛ l - ɛ
ToroTegu,"get, obtain",b ɛ r - a
YandaDom,"get, obtain",b ɛ l - ɛ
YornoSo,"get, obtain",b ɛ l - ɛ
BankanTey,"pick up (sth, e.g. on ground) with one's hand",z - ɛ
BenTey,"pick up (sth, e.g. on ground) with one's hand",a y - i
Bunoge,"pick up (sth, e.g. on ground) with one's hand",d u g - ɛ
DogulDomKundialang,"pick up (sth, e.g. on ground) with one's hand",y ɛ ŋ - ɛ
DonnoSo,"pick up (sth, e.g. on ground) with one's hand",y ɛ ŋ - ɛ
JamsayDouentza,"pick up (sth, e.g. on ground) with one's hand",y a ŋ - a
JamsayDouentza,"pick up (sth, e.g. on ground) with one's hand",a - a
Mombo,"pick up (sth, e.g. on ground) with one's hand",d i n d - y - e - e
BonduSoNajamba,"pick up (sth, e.g. on ground) with one's hand",j ɛ n - j ɛ
Nanga,"pick up (sth, e.g. on ground) with one's hand",a y - i
Nanga,"pick up (sth, e.g. on ground) with one's hand",a y
Penange,"pick up (sth, e.g. on ground) with one's hand",n ɛ m - ɛ
PergeTegu,"pick up (sth, e.g. on ground) with one's hand",y ɛ ŋ g - ɛ
TebulUre,"pick up (sth, e.g. on ground) with one's hand",ɲ aa d - ɛ
Tiranige,"pick up (sth, e.g. on ground) with one's hand",y ɔ - ɔ
Tiranige,"pick up (sth, e.g. on ground) with one's hand",j ɔ - ɔ
TogoKan,"pick up (sth, e.g. on ground) with one's hand",ɲ a ŋ - a
TommoSoTongoTongo,"pick up (sth, e.g. on ground) with one's hand",k ɛ b - ɛ
TommoSoTongoTongo,"pick up (sth, e.g. on ground) with one's hand",j e ɲ - ɲ e
ToroTegu,"pick up (sth, e.g. on ground) with one's hand",s o
YandaDom,"pick up (sth, e.g. on ground) with one's hand",t o g - o
YandaDom,"pick up (sth, e.g. on ground) with one's hand",z ɛ n - ɛ
YornoSo,"pick up (sth, e.g. on ground) with one's hand",g e ɲ - ɛ
BankanTey,take (sth) (general word),z - ɛ
BenTey,take (sth) (general word),a y - i
Bunoge,take (sth) (general word),d u g - ɛ
DogulDomBendiely,take (sth) (general word),j ɛɛ
DogulDomBendiely,take (sth) (general word),y ɛ ŋ - ɛ
DogulDomKundialang,take (sth) (general word),y ɛ ŋ - ɛ
DogulDomKundialang,take (sth) (general word),j ɛ - ɛ
DonnoSo,take (sth) (general word),y ɛ ŋ - ɛ
JamsayDouentza,take (sth) (general word),y a ŋ - a
JamsayMondoro,take (sth) (general word),y a ŋ - a
BonduSoNajamba,take (sth) (general word),j - ɛ
Nanga,take (sth) (general word),a y - i
Nanga,take (sth) (general word),a y
Penange,take (sth) (general word),n ɛ m - ɛ
PergeTegu,take (sth) (general word),y ɛ ŋ g - ɛ
TebulUre,take (sth) (general word),ɲ aa d - ɛ
TommoSoTongoTongo,take (sth) (general word),j e ɲ - ɲ e
ToroTegu,take (sth) (general word),s o
YandaDom,take (sth) (general word),z ɛ n - ɛ
YandaDom,take (sth) (general word),t o g - o
YandaDom,take (sth) (general word),t o - o
YornoSo,take (sth) (general word),g e ɲ - ɛ
BankanTey,"catch, take hold of (sth)",w o
BenTey,"catch, take hold of (sth)",w o
Bunoge,"catch, take hold of (sth)",d ɛ b - ɛ
DogulDomKundialang,"catch, take hold of (sth)",u w - e
DonnoSo,"catch, take hold of (sth)",a g - a
JamsayGourou,"catch, take hold of (sth)",a - a
JamsayDouentza,"catch, take hold of (sth)",a - a
JamsayMondoro,"catch, take hold of (sth)",a - a
Mombo,"catch, take hold of (sth)",i m b - e
BonduSoNajamba,"catch, take hold of (sth)",i b - e
Nanga,"catch, take hold of (sth)",w o - o
Penange,"catch, take hold of (sth)",i m b - e
PergeTegu,"catch, take hold of (sth)",a - a
TebulUre,"catch, take hold of (sth)",i b - e
TiranigeBoui,"catch, take hold of (sth)",i w - o
TiranigeNingo,"catch, take hold of (sth)",i b - o
TogoKan,"catch, take hold of (sth)",a - a
TommoSoTongoTongo,"catch, take hold of (sth)",a w - a
ToroTegu,"catch, take hold of (sth)",a w - a
YandaDom,"catch, take hold of (sth)",i b - o
YornoSo,"catch, take hold of (sth)",a - a
BankanTey,"receive, accept, take (sth given)",a w
BenTey,"receive, accept, take (sth given)",a - w u
Bunoge,"receive, accept, take (sth given)",ʔ a b - e
DogulDomKundialang,"receive, accept, take (sth given)",a b - e
DonnoSo,"receive, accept, take (sth given)",y a b - a
JamsayGourou,"receive, accept, take (sth given)",y ɔ w - ɔ
JamsayDouentza,"receive, accept, take (sth given)",y ɔ w - ɔ
JamsayMondoro,"receive, accept, take (sth given)",y ɔ w - ɔ
Mombo,"receive, accept, take (sth given)",a b - e
BonduSoNajamba,"receive, accept, take (sth given)",a b - e
Nanga,"receive, accept, take (sth given)",a w - a
Penange,"receive, accept, take (sth given)",a b - e
PergeTegu,"receive, accept, take (sth given)",a w - a
TebulUre,"receive, accept, take (sth given)",b ɛɛ d - ɛ
TebulUre,"receive, accept, take (sth given)",a b - a
Tiranige,"receive, accept, take (sth given)",a w - o
Tiranige,"receive, accept, take (sth given)",a b - o
TogoKan,"receive, accept, take (sth given)",y ɔ w - ɔ
TogoKan,"receive, accept, take (sth given)",y ɔ - ɔ
TommoSoTongoTongo,"receive, accept, take (sth given)",y a b - a
ToroTegu,"receive, accept, take (sth given)",b a
YandaDom,"receive, accept, take (sth given)",a b - e
YandaDom,"receive, accept, take (sth given)",a b i y - ɛ
YornoSo,"receive, accept, take (sth given)",y a b - a
BankanTey,have,y a s - o
BenTey,have,y a s - o
DogulDomKundialang,have,y e j - o
DogulDomKundialang,have,j o
DonnoSo,have,y i s - ɛ
JamsayGourou,have,y ɛ s - a
JamsayDouentza,have,s a
Mombo,have,s a - a
BonduSoNajamba,have,j o g - o
Nanga,have,y a s - o
PergeTegu,have,y a s - a
TebulUre,have,y e s - ɔ
Tiranige,have,s a
TogoKan,have,s a
TommoSoTongoTongo,have,s - ɛ
ToroTegu,have,s a
YandaDom,have,z o
YandaDom,have,y a z - o
BankanTey,"tea-making gear (burner, kettle, etc.)",a t e y - g ɔ n
BenTey,"tea-making gear (burner, kettle, etc.)",a t ee n ii - n j ɛ
Bunoge,"tea-making gear (burner, kettle, etc.)",ʔ a t e - g o l - l e - g e
DogulDomKundialang,"tea-making gear (burner, kettle, etc.)",t ee g e - l - g e
DonnoSo,"tea-making gear (burner, kettle, etc.)",t ee g e - l u
JamsayDouentza,"tea-making gear (burner, kettle, etc.)",t ee n ii - ɲ e
Mombo,"tea-making gear (burner, kettle, etc.)",t ɛɛ g u - l e - g e
BonduSoNajamba,"tea-making gear (burner, kettle, etc.)",t ee g o - n e
Nanga,"tea-making gear (burner, kettle, etc.)",t ee g ɔ - rⁿ i
Penange,"tea-making gear (burner, kettle, etc.)",a tt ee - g o l - g e
PergeTegu,"tea-making gear (burner, kettle, etc.)",t ee n ii - ŋ g ɛ
Tiranige,"tea-making gear (burner, kettle, etc.)",t ee g o - wⁿ - g e
TogoKan,"tea-making gear (burner, kettle, etc.)",t e g ɛ - rⁿ ii
TommoSoTongoTongo,"tea-making gear (burner, kettle, etc.)",t ee g e - n u
ToroTegu,"tea-making gear (burner, kettle, etc.)",a t ee l i - s a
YandaDom,"tea-making gear (burner, kettle, etc.)",t ee g o - n
YornoSo,"tea-making gear (burner, kettle, etc.)",t ee g ɛ - n
BankanTey,speak (verb only),t e - e
BenTey,speak (verb only),t e g - e
Bunoge,speak (verb only),t a g - e
Bunoge,speak (verb only),t aa y - e
DogulDomBendiely,speak (verb only),d a m - ɛ
DogulDomKundialang,speak (verb only),d a m - e
DonnoSo,speak (verb only),s ɔ y - y ɛ - ɛ
JamsayGourou,speak (verb only),t e g - e
JamsayDouentza,speak (verb only),t e g - e
Mombo,speak (verb only),d a m - i
BonduSoNajamba,speak (verb only),d a m - e
Nanga,speak (verb only),t i ŋ - i
Nanga,speak (verb only),d a m - a
Penange,speak (verb only),d a m
PergeTegu,speak (verb only),t e g - e
TebulUre,speak (verb only),ɔ r
Tiranige,speak (verb only),d a - m u
TogoKan,speak (verb only),t i ŋ - ɛ
TommoSoTongoTongo,speak (verb only),s ɔɔ
ToroTegu,speak (verb only),t e g - o
YandaDom,speak (verb only),d a m
YornoSo,speak (verb only),t e g - e
YornoSo,speak (verb only),s ɔ - ɔ
BankanTey,"talk (noun), speech, words",t e y
BenTey,"talk (noun), speech, words",t e y
Bunoge,"talk (noun), speech, words",t a - g u
DogulDomKundialang,"talk (noun), speech, words",d o - m
DonnoSo,"talk (noun), speech, words",s ɔɔ
JamsayDouentza,"talk (noun), speech, words",t e - g u
JamsayMondoro,"talk (noun), speech, words",t e - g u
Mombo,"talk (noun), speech, words",d oo - ⁿ
BonduSoNajamba,"talk (noun), speech, words",d o - m
Nanga,"talk (noun), speech, words",t i ŋ a
Nanga,"talk (noun), speech, words",d a - m a
Penange,"talk (noun), speech, words",d i g a - m
PergeTegu,"talk (noun), speech, words",t e - g u
TebulUre,"talk (noun), speech, words",o r u - g o
Tiranige,"talk (noun), speech, words",t o n i
TogoKan,"talk (noun), speech, words",t i ŋ ɛ
TommoSoTongoTongo,"talk (noun), speech, words",s ɔɔ
ToroTegu,"talk (noun), speech, words",t e - g u
YandaDom,"talk (noun), speech, words",d o - m
YornoSo,"talk (noun), speech, words",s ɔɔ
YornoSo,"talk (noun), speech, words",t e - g u
BenTey,"language, dialect",t e y
Bunoge,"language, dialect",t a - g u
DogulDomBendiely,"language, dialect",d oo - m
DogulDomKundialang,"language, dialect",d o - m
DonnoSo,"language, dialect",s ɔɔ
JamsayDouentza,"language, dialect",t e g u - t ɔ - g u
JamsayDouentza,"language, dialect",t e - g u
Nanga,"language, dialect",d a - m a
Penange,"language, dialect",d i g a - m
TebulUre,"language, dialect",o r u - g o
Tiranige,"language, dialect",t o n i
TogoKan,"language, dialect",k a - ⁿ
TommoSoTongoTongo,"language, dialect",s ɔɔ
ToroTegu,"language, dialect",t e - g u
Ampari,say,n - ɛ
Ampari,say,p ɔ r - ɛ
BenTey,say,g u - yⁿ
Bunoge,say,ʔ u n - ɛ
Bunoge,say,t aa y - e
DogulDomBendiely,say,g i n - ɛ
DogulDomBendiely,say,p o l - e
DogulDomKundialang,say,g i n - ɛ
DogulDomKundialang,say,p ɔ l - ɛ
DonnoSo,say,g ɛ - ɛ
JamsayGourou,say,g - ɛ
JamsayDouentza,say,g a - a
JamsayDouentza,say,g a
JamsayDouentza,say,j - ɛ
JamsayMondoro,say,g a - a
JamsayMondoro,say,j - ɛ
BonduSoNajamba,say,g i n - ɛ
Nanga,say,k i y - ɛ
Penange,say,d a m
Penange,say,n - ɛ
PergeTegu,say,g a - a
TebulUre,say,t a g - a
TebulUre,say,j i n
TebulUre,say,ɔ - r u
TogoKan,say,p ɔ n - ɔ
TommoSoTongoTongo,say,g - ɛ
ToroTegu,say,g a
YandaDom,say,d a m
YandaDom,say,g u n - ɛ
YandaDom,say,g u rⁿ - ɛ
YornoSo,say,g - ɛ
BankanTey,"word, name (of sth)",ŋ i n - n ii
BankanTey,"word, name (of sth)",ɲ i n - n ii
BenTey,"word, name (of sth)",i n i rⁿ ii
DogulDomBendiely,"word, name (of sth)",i n o
DogulDomKundialang,"word, name (of sth)",qqq
DonnoSo,"word, name (of sth)",b o y
JamsayDouentza,"word, name (of sth)",b o n
Mombo,"word, name (of sth)",i n i
BonduSoNajamba,"word, name (of sth)",i n e n
Nanga,"word, name (of sth)",nn e rⁿ i
PergeTegu,"word, name (of sth)",s o rⁿ u
TebulUre,"word, name (of sth)",b o n - g o
TogoKan,"word, name (of sth)",b ɔ - ⁿ
TommoSoTongoTongo,"word, name (of sth)",b o y
ToroTegu,"word, name (of sth)",i s o ŋ
YandaDom,"word, name (of sth)",d o - m
YornoSo,"word, name (of sth)",b o y
BankanTey,ask a question of (sb),u s - i
BenTey,ask a question of (sb),u s u r - u
Bunoge,ask a question of (sb),ʔ e j - a - r u ʔ - e j a r - e
DogulDomBendiely,ask a question of (sb),t u b - ɛ
DogulDomKundialang,ask a question of (sb),t u b - ɛ
DonnoSo,ask a question of (sb),t u b - ɔ - k u n d - o
DonnoSo,ask a question of (sb),t u b - ɛ
JamsayGourou,ask a question of (sb),u s u r - u
JamsayDouentza,ask a question of (sb),u j u r - o
Mombo,ask a question of (sb),s a r - u - s a r - e
BonduSoNajamba,ask a question of (sb),s a r - e
Nanga,ask a question of (sb),u s - i
Penange,ask a question of (sb),s a r - u - s a r - e
PergeTegu,ask a question of (sb),u s u r - o
TebulUre,ask a question of (sb),o r u g - o ɔ - d i r
Tiranige,ask a question of (sb),u j a r - i u - j a r - o
TogoKan,ask a question of (sb),u ɲ ɔ rⁿ - ɔ
TommoSoTongoTongo,ask a question of (sb),s e l - u - m u s - e l e m - ɔ
ToroTegu,ask a question of (sb),u s - o
YandaDom,ask a question of (sb),s a d - u - s a d - u
YornoSo,ask a question of (sb),u j o r - o
YornoSo,ask a question of (sb),s e l - m ɛ
BankanTey,"request, ask for (sth)",l e m b - i r - e
BenTey,"request, ask for (sth)",l e m - d e
DogulDomKundialang,"request, ask for (sth)",g ɛ ŋ - ɛ
Mombo,"request, ask for (sth)",s a r - e
BonduSoNajamba,"request, ask for (sth)",s a r - e
Nanga,"request, ask for (sth)",u s - i
Nanga,"request, ask for (sth)",n e m b - i r - e
PergeTegu,"request, ask for (sth)",u s u r - o
TebulUre,"request, ask for (sth)",n e m b - i l
TogoKan,"request, ask for (sth)",g ɛ ŋ - ɛ
TommoSoTongoTongo,"request, ask for (sth)",g i yⁿ - ɛ
TommoSoTongoTongo,"request, ask for (sth)",b a u r - u - b a u r - ɔ
ToroTegu,"request, ask for (sth)",u s - o
YandaDom,"request, ask for (sth)",n e m - i - l e
YornoSo,"request, ask for (sth)",g ɛɛ - ⁿ
BankanTey,"answer, reply to (sb)",k i s - ɛ
BenTey,"answer, reply to (sb)",s a
BenTey,"answer, reply to (sb)",m oo s - a
Bunoge,"answer, reply to (sb)",k i j - ɛ
DogulDomKundialang,"answer, reply to (sb)",k i s - ɛ
DogulDomKundialang,"answer, reply to (sb)",k i g - i - l m - e
DonnoSo,"answer, reply to (sb)",y a b - i - l ɛ - ɛ
JamsayGourou,"answer, reply to (sb)",k aa s a - a
JamsayGourou,"answer, reply to (sb)",s a - a
JamsayDouentza,"answer, reply to (sb)",s a - a
JamsayDouentza,"answer, reply to (sb)",k aa s a - a
JamsayMondoro,"answer, reply to (sb)",s a - a
Mombo,"answer, reply to (sb)",a b u l - e
Mombo,"answer, reply to (sb)",k i z - ɛ
BonduSoNajamba,"answer, reply to (sb)",j aa b - ɛ
Nanga,"answer, reply to (sb)",s a - a
Nanga,"answer, reply to (sb)",n ɔɔ s a - a
Penange,"answer, reply to (sb)",k i j - ɛ
Penange,"answer, reply to (sb)",j a m b - e
PergeTegu,"answer, reply to (sb)",s a - a
TebulUre,"answer, reply to (sb)",s aa m
TebulUre,"answer, reply to (sb)",s a
Tiranige,"answer, reply to (sb)",c i g - i - r ɔ
TogoKan,"answer, reply to (sb)",s a - a
TommoSoTongoTongo,"answer, reply to (sb)",s a w - a
TommoSoTongoTongo,"answer, reply to (sb)",y a b - i - l ɛ
ToroTegu,"answer, reply to (sb)",c i s - o
YandaDom,"answer, reply to (sb)",m b - o - s a - a
YandaDom,"answer, reply to (sb)",s a - a
YornoSo,"answer, reply to (sb)",s a - a
