DOCULECT	GLOSS	IPA
TebulUre	be tired, weary, suffering (physically)	á+y
Tiranige	be tired, weary, suffering (physically)	ááríy+ó
TogoKan	be tired, weary, suffering (physically)	sǎⁿdɛ̌ɛ̌ⁿm+�
TogoKan	be tired, weary, suffering (physically)	dɛ̌ɛ̌ⁿ
TogoKan	be tired, weary, suffering (physically)	dóórúɔ̌+ɔ̌
TommoSoTongoTongo	be tired, weary, suffering (physically)	ɔ́ɲíy+ɛ́
TommoSoTongoTongo	be tired, weary, suffering (physically)	gòdújím+ɛ́
ToroTegu	be tired, weary, suffering (physically)	d+ɛ́
YandaDom	be tired, weary, suffering (physically)	ɔ́ɲ+ɔ́
YornoSo	be tired, weary, suffering (physically)	ɔ́ɲ+ɔ́
BankanTey	pain, painful injury	wùrì+yǐ+m
BenTey	pain, painful injury	ùrùyíì
BenTey	pain, painful injury	ùrǔy
Bunoge	pain, painful injury	wáá+gè
DonnoSo	pain, painful injury	jǐ+m
JamsayDouentza	pain, painful injury	nùrⁿɔ́
JamsayDouentza	pain, painful injury	nùrⁿó
JamsayMondoro	pain, painful injury	nùrⁿó
Mombo	pain, painful injury	gí+mì
BonduSoNajamba	pain, painful injury	jè+mbó
Nanga	pain, painful injury	njí
PergeTegu	pain, painful injury	ŋɛ́ɛ́rⁿɛ́
TebulUre	pain, painful injury	zìm+gó
TogoKan	pain, painful injury	tɛ́
TommoSoTongoTongo	pain, painful injury	jí+m
TommoSoTongoTongo	pain, painful injury	bànú
ToroTegu	pain, painful injury	lùrɔ́
YandaDom	pain, painful injury	cìŋ
YornoSo	pain, painful injury	jî+m
BankanTey	(blood from a serious wound) flow, gush out, pour out	yɔ̀w+ɔ́
BenTey	(blood from a serious wound) flow, gush out, pour out	tóót+í
JamsayDouentza	(blood from a serious wound) flow, gush out, pour out	yùw+ɔ́
Mombo	(blood from a serious wound) flow, gush out, pour out	gwé+é
BonduSoNajamba	(blood from a serious wound) flow, gush out, pour out	síy+ɛ́
Nanga	(blood from a serious wound) flow, gush out, pour out	tíy+ɛ́
TommoSoTongoTongo	(blood from a serious wound) flow, gush out, pour out	gò+ó
ToroTegu	(blood from a serious wound) flow, gush out, pour out	zɔ̌+ɔ̌
YornoSo	(blood from a serious wound) flow, gush out, pour out	tógɛ́+ɛ́
BankanTey	wound, injury	bár+mɛ̀rⁿɛ̀
BenTey	wound, injury	bár+mɛ̀
Bunoge	wound, injury	bàr+mɛ̀+ndɛ́
DogulDomBendiely	wound, injury	míínà
DogulDomKundialang	wound, injury	bár+mɛ̀
DonnoSo	wound, injury	bánù
JamsayDouentza	wound, injury	bár+mɛ́rⁿɛ̀
JamsayDouentza	wound, injury	bár+mɛ̀
Mombo	wound, injury	bárí+mì
BonduSoNajamba	wound, injury	bár+mɛ̀rɛ̀
Nanga	wound, injury	bár+mà
Penange	wound, injury	bár+mɛ́ɛ́rɛ̀
PergeTegu	wound, injury	bár+mɛ̀
Tiranige	wound, injury	bàr+mɛ̀+ndɛ́
TogoKan	wound, injury	bárⁿú+wⁿá
TommoSoTongoTongo	wound, injury	bànú
TommoSoTongoTongo	wound, injury	mìnú
ToroTegu	wound, injury	márè+y
YandaDom	wound, injury	bár+mɛ̀
YornoSo	wound, injury	bár+mù
YornoSo	wound, injury	bán
BankanTey	goiter (swollen thyroid due to iodine deficiency)	kɔ̀rɔ̀+wùrì+yě+m
BenTey	goiter (swollen thyroid due to iodine deficiency)	ɔ̀sɔ̀gɔ́+rɔ̀
BenTey	goiter (swollen thyroid due to iodine deficiency)	ɔ̀sɔ̀kɔ́+rɔ̀
DogulDomKundialang	goiter (swollen thyroid due to iodine deficiency)	qqq
DonnoSo	goiter (swollen thyroid due to iodine deficiency)	ɔ̀dɔ̀jî+m
JamsayDouentza	goiter (swollen thyroid due to iodine deficiency)	yɔ̀ɣɔ́
JamsayMondoro	goiter (swollen thyroid due to iodine deficiency)	yɔ̀+gɔ́
Mombo	goiter (swollen thyroid due to iodine deficiency)	púnè
BonduSoNajamba	goiter (swollen thyroid due to iodine deficiency)	yɔ̀gɔ̂ɔ̂
Nanga	goiter (swollen thyroid due to iodine deficiency)	ɔ́sɔ́kɔ́+rɔ́
PergeTegu	goiter (swollen thyroid due to iodine deficiency)	ɔ́sɔ́gɔ́+rɔ́
TebulUre	goiter (swollen thyroid due to iodine deficiency)	ɔ̀tɔ̀kàà+pìr+gó
TogoKan	goiter (swollen thyroid due to iodine deficiency)	jɔ́+gú
TommoSoTongoTongo	goiter (swollen thyroid due to iodine deficiency)	ɔ̀dɔ́kɔ̀+lɔ̀
TomoKanSegue	goiter (swollen thyroid due to iodine deficiency)	jɔ́+gú
ToroTegu	goiter (swollen thyroid due to iodine deficiency)	háw+dág+gɛ̀
YandaDom	goiter (swollen thyroid due to iodine deficiency)	ɔ́zɔ́gɔ́+lɔ̀
YornoSo	goiter (swollen thyroid due to iodine deficiency)	ɔ́júgɔ́+lɔ́
BankanTey	fever (and various complications)	kɛ́ɛ́pà+m
BenTey	fever (and various complications)	cééfà+m
DogulDomKundialang	fever (and various complications)	qqq
DonnoSo	fever (and various complications)	gɔ̀dù+nú+mɔ̀
JamsayDouentza	fever (and various complications)	cɛ́ɛ́pâ+m
JamsayDouentza	fever (and various complications)	cɛ́ɛ́fâ+m
JamsayDouentza	fever (and various complications)	àr+gú
Mombo	fever (and various complications)	nímá+lí+gè
BonduSoNajamba	fever (and various complications)	wàbé
Nanga	fever (and various complications)	kɛ́ɛ́bà
PergeTegu	fever (and various complications)	kɛ́ɛ́pâ+m
TebulUre	fever (and various complications)	zɔ́+ntɛ̀
Tiranige	fever (and various complications)	àjà+ndà
TogoKan	fever (and various complications)	gèènú
TommoSoTongoTongo	fever (and various complications)	wɔ̀bú
TommoSoTongoTongo	fever (and various complications)	gòdùɔ̀+gíyé
ToroTegu	fever (and various complications)	kùdè+gú
YandaDom	fever (and various complications)	jɔ́+ndɔ̀
YornoSo	fever (and various complications)	kɛ́bàà+m
YornoSo	fever (and various complications)	wɔ̀bú
BankanTey	head cold	dúrù+mà
BenTey	head cold	kìrⁿì+bɔ̀mɔ̌+y+ⁿ
DogulDomKundialang	head cold	qqq
JamsayDouentza	head cold	cìrⁿè+bɔ̀ɔ̀+mɔ́
Mombo	head cold	álá+ndá
BonduSoNajamba	head cold	bɔ̀+mbɔ̀+ŋgó
Nanga	head cold	kìrⁿè+bɔ̀ɔ̀+mbɔ́
PergeTegu	head cold	kìrⁿè+bɔ̀ɔ̀+mbɔ́
TebulUre	head cold	cìnè+bɔ̀+mbɔ́
TogoKan	head cold	kìrⁿì+bòò+mó
TommoSoTongoTongo	head cold	kìnù+bɔ̀m+mɔ́
ToroTegu	head cold	bɔ̀+mɔ́
YandaDom	head cold	cìn+zàbɔ̀+mɔ̀
YornoSo	head cold	kìn+bɔ̀+mɔ́
BankanTey	blister (on skin)	ìrɛ̌y
BenTey	blister (on skin)	jòríì
DogulDomBendiely	blister (on skin)	nùmɔ̀+kérú
DogulDomKundialang	blister (on skin)	qqq
DonnoSo	blister (on skin)	jòrú
JamsayDouentza	blister (on skin)	jòrú
JamsayMondoro	blister (on skin)	jòrú
Mombo	blister (on skin)	bɔ́nɔ́+nɔ̀
BonduSoNajamba	blister (on skin)	tɔ̀jɔ̌ɔ̌
Nanga	blister (on skin)	jórô
PergeTegu	blister (on skin)	jórò
TebulUre	blister (on skin)	zòrú
TogoKan	blister (on skin)	jòrú
TommoSoTongoTongo	blister (on skin)	ùmmù+gòjó+gó
ToroTegu	blister (on skin)	zòrú
YandaDom	blister (on skin)	zòrù
YornoSo	blister (on skin)	jòrú
BankanTey	itchy area, rash	yààrǎ+m
BenTey	itchy area, rash	yàɣá+rà
BenTey	itchy area, rash	yàɣà+ráy
Bunoge	itchy area, rash	kábà
DogulDomKundialang	itchy area, rash	qqq
DonnoSo	itchy area, rash	kùn+jú
JamsayGourou	itchy area, rash	yàgú+rù
JamsayDouentza	itchy area, rash	yàgú+rù
JamsayDouentza	itchy area, rash	yàɣá+rà
Mombo	itchy area, rash	yágá+rà
BonduSoNajamba	itchy area, rash	yàgà+rà+ŋgó
Nanga	itchy area, rash	yàgì+rí
PergeTegu	itchy area, rash	yágá+rà
TebulUre	itchy area, rash	yágú+r+gɔ́
Tiranige	itchy area, rash	yágá+ré
TogoKan	itchy area, rash	yàgú+rú
TommoSoTongoTongo	itchy area, rash	kɔ́n+jú
ToroTegu	itchy area, rash	jèsì+cɛ́rà
ToroTegu	itchy area, rash	jèsù+cɛ́rà
ToroTegu	itchy area, rash	cɛ̀rú
YandaDom	itchy area, rash	yààdìì
YornoSo	itchy area, rash	yágù+rù
BankanTey	pus	gò+ŋgò+rò+pí+ndɛ́
BenTey	pus	gò+ŋgò+rò+pí+lɛ́
Bunoge	pus	bàgá+bìlɛ̀
JamsayDouentza	pus	nɛ̀yⁿ+pírú
Mombo	pus	gèè+ŋgè+wú+lé
BonduSoNajamba	pus	gènɔ́ɔ́+là+ŋgè
Nanga	pus	gò+ndò+gò+pí+rí
Penange	pus	bàgàú+l+gɛ̀
PergeTegu	pus	nɛ̀+mpí+rí
TogoKan	pus	ɔ̀+mú
TommoSoTongoTongo	pus	ìlìyè+pílú
ToroTegu	pus	nèŋ+pírú
YandaDom	pus	kózò
YornoSo	pus	ìllìì+píl
BankanTey	scar (noun)	mìyⁿɛ̀+zááráà
BenTey	scar (noun)	mììná+wⁿrⁿá
Bunoge	scar (noun)	tòŋò+nìpáá+lè
DogulDomBendiely	scar (noun)	yɛ́lɔ̀
DogulDomKundialang	scar (noun)	qqq
DonnoSo	scar (noun)	mɛ̀nùɛ̀+lɛ́
JamsayDouentza	scar (noun)	nárⁿá+wⁿá
Mombo	scar (noun)	pɔ́+ndɛ́
BonduSoNajamba	scar (noun)	nìnàɛ̀+lɔ̌ɔ̌
Nanga	scar (noun)	mɔ̀ɔ̀dá+ndà
Penange	scar (noun)	nììnà+pɔ́+ndɛ̀
Penange	scar (noun)	nììnà+pí+ndɛ̀
PergeTegu	scar (noun)	mɛ̀n+náwⁿ+rⁿá
TebulUre	scar (noun)	mùmùⁿ+ná+má
TogoKan	scar (noun)	nɔ́nɔ́ɔ́+rⁿɔ́
TommoSoTongoTongo	scar (noun)	mìnù+yɔ̀ùlɔ́
ToroTegu	scar (noun)	mìnù+zélè
YandaDom	scar (noun)	làdùɔ́+lɔ́
YandaDom	scar (noun)	séré
YornoSo	scar (noun)	náwá+rⁿá
BankanTey	(a) bruise (from a blow)	pú+ŋkà
BenTey	(a) bruise (from a blow)	pù+ŋgù+yíì
BenTey	(a) bruise (from a blow)	gò+ŋgò+rò+gù+nú+m
DogulDomKundialang	(a) bruise (from a blow)	qqq
DonnoSo	(a) bruise (from a blow)	ò+mbò+gòjó+rù
JamsayDouentza	(a) bruise (from a blow)	pǔŋ
JamsayMondoro	(a) bruise (from a blow)	pǔŋ
Mombo	(a) bruise (from a blow)	ámán+jè
BonduSoNajamba	(a) bruise (from a blow)	gúgù+lùlù
Nanga	(a) bruise (from a blow)	gò+ndò+gò+pɛ̀+tɛ́
PergeTegu	(a) bruise (from a blow)	pù+ŋgú
TommoSoTongoTongo	(a) bruise (from a blow)	já+ŋgí+yí+lé
ToroTegu	(a) bruise (from a blow)	kú+ŋkà
YandaDom	(a) bruise (from a blow)	sìn+zùpɔ́+jú
YornoSo	(a) bruise (from a blow)	jàrⁿìý+ⁿ
BankanTey	be healthy	sɛ́llàkáŋ
BenTey	be healthy	sɛ́ll+ɛ́
Bunoge	be healthy	séjílééb+ò
DogulDomKundialang	be healthy	cɛ́llàlyèj+ó
DonnoSo	be healthy	sɛ̂ɛ̂w+ɔ̀
JamsayDouentza	be healthy	sɛ́ll+ɛ́
Mombo	be healthy	àpyáòsá+á
BonduSoNajamba	be healthy	kéllàlmàb+ò
Nanga	be healthy	sɛ́ll+ɛ́
Penange	be healthy	àlàpɛ̀nìb+ó
Penange	be healthy	àlàpɛ́ɛ̀ⁿs+àⁿ
PergeTegu	be healthy	kɛ́llâllèw+ɔ̀
PergeTegu	be healthy	sɛ́ll+ɛ́
TebulUre	be healthy	sɛ́llí+í
TebulUre	be healthy	sɛ́làlyés+ɔ̀
Tiranige	be healthy	cèlàléyàbò+ó
TommoSoTongoTongo	be healthy	jámnɛw+ɔ̀
TommoSoTongoTongo	be healthy	sɛ́llàls+ɛ́
ToroTegu	be healthy	sɛ́llàkárⁿú
YandaDom	be healthy	sélàlz+ò
YornoSo	be healthy	sɛ́l+ɛ́
Bunoge	(wound) heal	séj+í+lè
DonnoSo	(wound) heal	bàd+á
Penange	(wound) heal	íry+è
PergeTegu	(wound) heal	bày+á
TebulUre	(wound) heal	bàd+á
Tiranige	(wound) heal	érénd+íy+ó
TogoKan	(wound) heal	bà+á
TommoSoTongoTongo	(wound) heal	bàd+á
ToroTegu	(wound) heal	tól+ó
YandaDom	(wound) heal	úz+ó
YornoSo	(wound) heal	bàj+á
BankanTey	medication, remedy	àyáà
BenTey	medication, remedy	àyáà
BenTey	medication, remedy	télè
Bunoge	medication, remedy	tílí+ŋgè
DogulDomKundialang	medication, remedy	óòŋ
DonnoSo	medication, remedy	nòó
JamsayGourou	medication, remedy	lǒy
JamsayDouentza	medication, remedy	lǒy
JamsayMondoro	medication, remedy	lǒy
Mombo	medication, remedy	jó+ŋgù
BonduSoNajamba	medication, remedy	dágù+gù
Nanga	medication, remedy	óó
Penange	medication, remedy	íléé+ŋgé
PergeTegu	medication, remedy	lǒy
TebulUre	medication, remedy	óé
Tiranige	medication, remedy	sàp+pààrɛ́
TogoKan	medication, remedy	lǒ
TommoSoTongoTongo	medication, remedy	nǒw
ToroTegu	medication, remedy	àyⁿá
YandaDom	medication, remedy	ɔ́y+ⁿ
YornoSo	medication, remedy	lòó
BankanTey	doctor	dɔ̀gɔ̀+tɔ́rɔ̀+m
BenTey	doctor	dɔ̀ɣɔ̀+tɔ́rɔ̀+m
Bunoge	doctor	dɔ̀gɔ̀+tɔ́rɔ̀
DogulDomKundialang	doctor	dɔ̀g+tɔ́rɔ̀
DonnoSo	doctor	dɔ̀gɔ̀+tɔ́rɔ̀
JamsayDouentza	doctor	dɔ̀ɣɔ̀+tɔ́rɔ̀
Mombo	doctor	dɔ̀kù+tɔ́rɔ̀
BonduSoNajamba	doctor	dɔ̀gɔ́+tɔ́rɔ̀
Nanga	doctor	dɔ̀gɔ̀+tɔ́rɔ̂
Penange	doctor	dɔ̀gɔ̀+tɔ́rɔ̀
PergeTegu	doctor	dɔ̀gɔ̀+tɔ́rɔ̀
TebulUre	doctor	dɔ̀gɔ̀+tɔ́rɔ̀
Tiranige	doctor	dɔ̀gɔ̀+tɔ́rɔ́
TogoKan	doctor	dɔ̀gɔ̀+tɔ́rɔ́
TommoSoTongoTongo	doctor	dɔ̀gɔ̀+tɔ́rɔ́
ToroTegu	doctor	dɔ̀kɔ̀+tɔ́rɔ̀
YandaDom	doctor	dɔ̀gɔ̀+tɔ́rɔ̀
YornoSo	doctor	dɔ̀gɔ̀+tɔ́rɔ̀
Ampari	give	tày+è
BankanTey	give	ní
BenTey	give	ní
Bunoge	give	táb+è
DogulDomBendiely	give	nd+ɛ́
DogulDomKundialang	give	ńd+ɛ̀
DonnoSo	give	ób+ò
JamsayGourou	give	ó+ó
JamsayDouentza	give	ó+ó
JamsayMondoro	give	ó+ó
Mombo	give	ńd+ɛ́
BonduSoNajamba	give	nd+ɛ́
BonduSoNajamba	give	ndír+ɛ́
Nanga	give	ńd+í
Penange	give	táb+é
PergeTegu	give	ó+ó
TebulUre	give	ńd+á
Tiranige	give	nd+ó
TogoKan	give	ó
TommoSoTongoTongo	give	ób+ó
ToroTegu	give	ów
YandaDom	give	ńd+ɛ́
YornoSo	give	ób+ó
BankanTey	divide, share (sth)	kér+í+yé
BenTey	divide, share (sth)	kér+í+yé
BenTey	divide, share (sth)	cér+í+yé
Bunoge	divide, share (sth)	gámb+ág+è
DogulDomKundialang	divide, share (sth)	kúk+ú+lɛ̀
DonnoSo	divide, share (sth)	gàmb+ìl+ɛ́+ɛ́
JamsayGourou	divide, share (sth)	gàm+à+rⁿ+á
JamsayGourou	divide, share (sth)	gòs+ó
JamsayDouentza	divide, share (sth)	gàm+à+rⁿ+á
JamsayMondoro	divide, share (sth)	gàm+à+rⁿ+á
Mombo	divide, share (sth)	púr+ú+gè
BonduSoNajamba	divide, share (sth)	kààŋg+ìy+è
Nanga	divide, share (sth)	kér+í+yé
Penange	divide, share (sth)	wél+á+gè
PergeTegu	divide, share (sth)	gàm+dá
TebulUre	divide, share (sth)	gèrí+í
Tiranige	divide, share (sth)	únd+ú+yó
TogoKan	divide, share (sth)	gàm+á+rⁿ+á
TommoSoTongoTongo	divide, share (sth)	káb+í+lɛ́
TomoKanSegue	divide, share (sth)	kwɛ́+ɛ́
ToroTegu	divide, share (sth)	hél+ó
YandaDom	divide, share (sth)	gàmb+úl+ɛ́
YornoSo	divide, share (sth)	gàm+á+lá
BankanTey	give back, return (sth, to sb)	bìr+í+yén+í
DonnoSo	give back, return (sth, to sb)	ób+ò
JamsayDouentza	give back, return (sth, to sb)	píl+í+wéó+ó
Mombo	give back, return (sth, to sb)	kónd+óm+ì
BonduSoNajamba	give back, return (sth, to sb)	màm+í+líy+ɛ́ndɛ́
Nanga	give back, return (sth, to sb)	bìnd+éńd+í
Nanga	give back, return (sth, to sb)	bìnd+ék+úrⁿ+í
PergeTegu	give back, return (sth, to sb)	píl+í+wé
TogoKan	give back, return (sth, to sb)	ó
TommoSoTongoTongo	give back, return (sth, to sb)	ób+ó
ToroTegu	give back, return (sth, to sb)	bìt+ó
YornoSo	give back, return (sth, to sb)	ób+ó
BankanTey	gather (things)	bàr+á
BenTey	gather (things)	bàr+á
Bunoge	gather (things)	bál+lè
DonnoSo	gather (things)	bàl+á
JamsayGourou	gather (things)	bàr+á
JamsayDouentza	gather (things)	bàr+á
Mombo	gather (things)	ky+áá+gè
BonduSoNajamba	gather (things)	bàl+è
Nanga	gather (things)	bàr+á
Penange	gather (things)	bál+gè
PergeTegu	gather (things)	bàr+á
TebulUre	gather (things)	bà+á
Tiranige	gather (things)	bál+ó
TogoKan	gather (things)	túr+ó
TommoSoTongoTongo	gather (things)	bàl+á
TommoSoTongoTongo	gather (things)	kɛ́b+ɛ́
ToroTegu	gather (things)	bàr+á
YandaDom	gather (things)	bǎl
YandaDom	gather (things)	céb+ó
YornoSo	gather (things)	bàl+á
BankanTey	get, obtain	bɛ̀r+ɛ́
BenTey	get, obtain	bɛ̀r+ɛ́
BenTey	get, obtain	nɛ́wⁿ+ɛ́
Bunoge	get, obtain	bɛ́ɛ́l+ɛ̀
DogulDomBendiely	get, obtain	bɛ̀l+ɛ́
DogulDomKundialang	get, obtain	bɛ̀l+ɛ́
DonnoSo	get, obtain	bɛ̀l+ɛ́
JamsayGourou	get, obtain	bɛ̀r+ɛ́
JamsayDouentza	get, obtain	bɛ̀r+ɛ́
Mombo	get, obtain	síy+è
Mombo	get, obtain	yɛ́ɛ́r+ɛ̀
BonduSoNajamba	get, obtain	dùm+ɛ́
Nanga	get, obtain	bɛ̀r+ɛ́
Penange	get, obtain	dín+ɛ́
PergeTegu	get, obtain	bɛ̀r+ɛ́
TebulUre	get, obtain	bɛ̌ɛ̌d+ɛ̀
Tiranige	get, obtain	ír+ɛ́
Tiranige	get, obtain	gír+ɛ́
TogoKan	get, obtain	bɛ̀r+ɛ́
TommoSoTongoTongo	get, obtain	bɛ̀l+ɛ́
ToroTegu	get, obtain	bɛ̀r+á
YandaDom	get, obtain	bɛ̀l+ɛ́
YornoSo	get, obtain	bɛ̀l+ɛ́
BankanTey	pick up (sth, e.g. on ground) with one's hand	z+ɛ́
BenTey	pick up (sth, e.g. on ground) with one's hand	ày+í
Bunoge	pick up (sth, e.g. on ground) with one's hand	dúg+ɛ̀
DogulDomKundialang	pick up (sth, e.g. on ground) with one's hand	yɛ̀ŋ+ɛ́
DonnoSo	pick up (sth, e.g. on ground) with one's hand	yɛ̀ŋ+ɛ́
JamsayDouentza	pick up (sth, e.g. on ground) with one's hand	yàŋ+á
JamsayDouentza	pick up (sth, e.g. on ground) with one's hand	á+á
Mombo	pick up (sth, e.g. on ground) with one's hand	dínd+y+é+è
BonduSoNajamba	pick up (sth, e.g. on ground) with one's hand	jɛ̀n+jɛ́
Nanga	pick up (sth, e.g. on ground) with one's hand	ày+í
Nanga	pick up (sth, e.g. on ground) with one's hand	ǎy
Penange	pick up (sth, e.g. on ground) with one's hand	nɛ́m+ɛ́
PergeTegu	pick up (sth, e.g. on ground) with one's hand	yɛ̀ŋg+ɛ́
TebulUre	pick up (sth, e.g. on ground) with one's hand	ɲàád+ɛ̀
Tiranige	pick up (sth, e.g. on ground) with one's hand	yɔ́+ɔ́
Tiranige	pick up (sth, e.g. on ground) with one's hand	jɔ́+ɔ́
TogoKan	pick up (sth, e.g. on ground) with one's hand	ɲàŋ+á
TommoSoTongoTongo	pick up (sth, e.g. on ground) with one's hand	kɛ́b+ɛ́
TommoSoTongoTongo	pick up (sth, e.g. on ground) with one's hand	jèɲ+ɲé
ToroTegu	pick up (sth, e.g. on ground) with one's hand	só
YandaDom	pick up (sth, e.g. on ground) with one's hand	tóg+ó
YandaDom	pick up (sth, e.g. on ground) with one's hand	zɛ̀n+ɛ́
YornoSo	pick up (sth, e.g. on ground) with one's hand	gèɲ+ɛ́
BankanTey	take (sth) (general word)	z+ɛ́
BenTey	take (sth) (general word)	ày+í
Bunoge	take (sth) (general word)	dúg+ɛ̀
DogulDomBendiely	take (sth) (general word)	jɛ̀ɛ́
DogulDomBendiely	take (sth) (general word)	yɛ̀ŋ+ɛ́
DogulDomKundialang	take (sth) (general word)	yɛ̀ŋ+ɛ́
DogulDomKundialang	take (sth) (general word)	jɛ̌+ɛ̌
DonnoSo	take (sth) (general word)	yɛ̀ŋ+ɛ́
JamsayDouentza	take (sth) (general word)	yàŋ+á
JamsayMondoro	take (sth) (general word)	yàŋ+á
BonduSoNajamba	take (sth) (general word)	j+ɛ̀
Nanga	take (sth) (general word)	ày+í
Nanga	take (sth) (general word)	ǎy
Penange	take (sth) (general word)	nɛ́m+ɛ́
PergeTegu	take (sth) (general word)	yɛ̀ŋg+ɛ́
TebulUre	take (sth) (general word)	ɲàád+ɛ̀
TommoSoTongoTongo	take (sth) (general word)	jèɲ+ɲé
ToroTegu	take (sth) (general word)	só
YandaDom	take (sth) (general word)	zɛ̀n+ɛ́
YandaDom	take (sth) (general word)	tóg+ó
YandaDom	take (sth) (general word)	tó+ó
YornoSo	take (sth) (general word)	gèɲ+ɛ́
BankanTey	catch, take hold of (sth)	wó
BenTey	catch, take hold of (sth)	wǒ
Bunoge	catch, take hold of (sth)	dɛ́b+ɛ̀
DogulDomKundialang	catch, take hold of (sth)	úw+è
DonnoSo	catch, take hold of (sth)	ág+à
JamsayGourou	catch, take hold of (sth)	á+á
JamsayDouentza	catch, take hold of (sth)	á+á
JamsayMondoro	catch, take hold of (sth)	á+á
Mombo	catch, take hold of (sth)	ímb+é
BonduSoNajamba	catch, take hold of (sth)	ìb+è
Nanga	catch, take hold of (sth)	wò+ó
Penange	catch, take hold of (sth)	ímb+é
PergeTegu	catch, take hold of (sth)	á+á
TebulUre	catch, take hold of (sth)	ìb+é
TiranigeBoui	catch, take hold of (sth)	íw+ó
TiranigeNingo	catch, take hold of (sth)	íb+ó
TogoKan	catch, take hold of (sth)	á+á
TommoSoTongoTongo	catch, take hold of (sth)	áw+á
ToroTegu	catch, take hold of (sth)	áw+á
YandaDom	catch, take hold of (sth)	íb+ó
YornoSo	catch, take hold of (sth)	á+á
BankanTey	receive, accept, take (sth given)	ǎw
BenTey	receive, accept, take (sth given)	à+wú
Bunoge	receive, accept, take (sth given)	ʔáb+è
DogulDomKundialang	receive, accept, take (sth given)	áb+è
DonnoSo	receive, accept, take (sth given)	yàb+á
JamsayGourou	receive, accept, take (sth given)	yɔ̀w+ɔ́
JamsayDouentza	receive, accept, take (sth given)	yɔ̀w+ɔ́
JamsayMondoro	receive, accept, take (sth given)	yɔ̀w+ɔ́
Mombo	receive, accept, take (sth given)	áb+é
BonduSoNajamba	receive, accept, take (sth given)	àb+è
Nanga	receive, accept, take (sth given)	àw+á
Penange	receive, accept, take (sth given)	áb+é
PergeTegu	receive, accept, take (sth given)	àw+á
TebulUre	receive, accept, take (sth given)	bɛ̌ɛ̌d+ɛ̀
TebulUre	receive, accept, take (sth given)	àb+á
Tiranige	receive, accept, take (sth given)	áw+ó
Tiranige	receive, accept, take (sth given)	áb+ó
TogoKan	receive, accept, take (sth given)	yɔ̀w+ɔ́
TogoKan	receive, accept, take (sth given)	yɔ̌+ɔ̌
TommoSoTongoTongo	receive, accept, take (sth given)	yàb+á
ToroTegu	receive, accept, take (sth given)	bá
YandaDom	receive, accept, take (sth given)	áb+é
YandaDom	receive, accept, take (sth given)	ábíy+ɛ́
YornoSo	receive, accept, take (sth given)	yàb+á
BankanTey	have	yás+ó
BenTey	have	yás+ó
DogulDomKundialang	have	yèj+ó
DogulDomKundialang	have	jò
DonnoSo	have	yís+ɛ̀
JamsayGourou	have	yɛ́s+á
JamsayDouentza	have	sà
Mombo	have	sá+á
BonduSoNajamba	have	jóg+ò
Nanga	have	yás+ò
PergeTegu	have	yás+à
TebulUre	have	yés+ɔ̀
Tiranige	have	sá
TogoKan	have	sà
TommoSoTongoTongo	have	s+ɛ́
ToroTegu	have	sá
YandaDom	have	zò
YandaDom	have	yàz+ó
BankanTey	tea-making gear (burner, kettle, etc.)	átèy+gɔ̀n
BenTey	tea-making gear (burner, kettle, etc.)	àtèènìì+njɛ́
Bunoge	tea-making gear (burner, kettle, etc.)	ʔàtè+gól+lè+gè
DogulDomKundialang	tea-making gear (burner, kettle, etc.)	téègè+l+gè
DonnoSo	tea-making gear (burner, kettle, etc.)	téègè+lù
JamsayDouentza	tea-making gear (burner, kettle, etc.)	tèènìì+ɲé
Mombo	tea-making gear (burner, kettle, etc.)	tɛ́ɛ́gù+lè+gè
BonduSoNajamba	tea-making gear (burner, kettle, etc.)	tèègò+né
Nanga	tea-making gear (burner, kettle, etc.)	tèègɔ̀+rⁿí
Penange	tea-making gear (burner, kettle, etc.)	áttéè+gól+gè
PergeTegu	tea-making gear (burner, kettle, etc.)	tèènìì+ŋgɛ́
Tiranige	tea-making gear (burner, kettle, etc.)	téégò+wⁿ+gé
TogoKan	tea-making gear (burner, kettle, etc.)	tègɛ́+rⁿíí
TommoSoTongoTongo	tea-making gear (burner, kettle, etc.)	tèègé+nú
ToroTegu	tea-making gear (burner, kettle, etc.)	àtéèlì+sà
YandaDom	tea-making gear (burner, kettle, etc.)	tèègò+n
YornoSo	tea-making gear (burner, kettle, etc.)	tèègɛ́+n
BankanTey	speak (verb only)	té+é
BenTey	speak (verb only)	tég+é
Bunoge	speak (verb only)	tág+è
Bunoge	speak (verb only)	tááy+è
DogulDomBendiely	speak (verb only)	dàm+ɛ́
DogulDomKundialang	speak (verb only)	dàm+é
DonnoSo	speak (verb only)	sɔ́y+yɛ̀+ɛ̀
JamsayGourou	speak (verb only)	tég+é
JamsayDouentza	speak (verb only)	tég+é
Mombo	speak (verb only)	dám+í
BonduSoNajamba	speak (verb only)	dàm+è
Nanga	speak (verb only)	tíŋ+í
Nanga	speak (verb only)	dàm+á
Penange	speak (verb only)	dám
PergeTegu	speak (verb only)	tég+é
TebulUre	speak (verb only)	ɔ́r
Tiranige	speak (verb only)	dá+mú
TogoKan	speak (verb only)	tíŋ+ɛ́
TommoSoTongoTongo	speak (verb only)	sɔ́ɔ́
ToroTegu	speak (verb only)	tég+ó
YandaDom	speak (verb only)	dǎm
YornoSo	speak (verb only)	tég+é
